country_region,n_daughter,n_son,daughter_mean,son_mean,gap,ci_low,ci_high,cohens_d,cliffs_delta,t_stat,p_value,p_fdr,sig_fdr
East/SE Asia,1329,1329,1.032536252679296,-1.2646275110605492,2.297163763739845,1.9414150896688054,2.665167798036098,0.4738975261334785,0.26670709150110317,12.211485028628264,4.207583604061196e-33,9.81769507614279e-33,True
Europe/Oceania,1519,1522,0.6446132059087539,-1.6636306572803197,2.3082438631890736,1.9882794828197248,2.6209688282067067,0.5080251869354617,0.31131078178378296,14.010547605928505,6.894212393851104e-43,2.4129743378478866e-42,True
Latin America,761,760,0.6543697468980434,-1.2448738175945029,1.8992435644925463,1.4884029453961316,2.324699875497244,0.44341873942203036,0.19063213223597758,8.636928862101708,2.2318479726409117e-17,2.2318479726409117e-17,True
MENA,1140,1139,0.7873031322460348,-2.067191214040816,2.8544943462868506,2.465710993230563,3.2628455647277113,0.5980380099189505,0.4022850145557044,14.264759165589464,1.2207415713284861e-43,8.545190999299403e-43,True
North America,382,378,1.3255977030859991,-2.6785797187320273,4.004177421818026,3.2510342683365425,4.822589982673005,0.7338788647662896,0.3926909332668495,10.062573670618407,9.47027725498796e-22,1.3258388156983143e-21,True
South Asia,572,573,1.0547214060347703,-1.5677664656839614,2.6224878717187314,2.133404830492598,3.1464758881688097,0.5880898337256404,0.3407443341998316,9.947307453533403,5.296950196433203e-22,9.269662843758105e-22,True
Sub-Saharan Africa,946,946,0.8835008073015207,-0.6608072234536808,1.5443080307552015,1.218469672152616,1.8687165774189627,0.40398916754932507,0.2633308601030711,8.781538844802318,3.806719769556583e-18,4.44117306448268e-18,True
