id,model_key,model_family,model_params,protagonist_gender,country,region,person,word_count,pca_x,pca_y,tsne_x,tsne_y,tsne3_x,tsne3_y,tsne3_z
ollama-qwen25-7b_Grandfather_Morocco_male,ollama-qwen25-7b,qwen,7B,male,Morocco,MENA,Grandfather,180,1.8704969,0.7684969,-15.326869,-8.382857,21.560242,11.44845,6.5889583
ollama-qwen25-3b_Grandfather_Morocco_male,ollama-qwen25-3b,qwen,3B,male,Morocco,MENA,Grandfather,110,0.5721786,0.1435835,-42.601795,-0.20743231,-14.686625,-1.9641933,23.416485
ollama-gemma2-2b_Grandfather_Morocco_male,ollama-gemma2-2b,gemma,2B,male,Morocco,MENA,Grandfather,193,-1.4787393,3.7028987,20.979881,-33.729595,8.441855,-35.1279,4.95895
ollama-gemma3-12b_Grandfather_Morocco_male,ollama-gemma3-12b,gemma,12B,male,Morocco,MENA,Grandfather,195,-1.3254226,0.61659276,37.840252,-17.318592,-33.881298,12.560202,-3.341606
ollama-gemma3-27b_Grandfather_Morocco_male,ollama-gemma3-27b,gemma,27B,male,Morocco,MENA,Grandfather,195,-1.992896,0.09756118,-41.397137,-5.628249,-23.372238,4.723874,15.643723
ollama-gptoss-20b_Grandfather_Morocco_male,ollama-gptoss-20b,gpt-oss,20B,male,Morocco,MENA,Grandfather,164,0.8623035,0.10544748,-28.754862,-20.38645,30.826464,-10.241475,6.4761877
ollama-llama31-8b_Grandfather_Nigeria_female,ollama-llama31-8b,llama,8B,female,Nigeria,Sub-Saharan Africa,Grandfather,179,0.88899505,-1.3689032,-25.791494,-27.433952,-20.211039,14.097476,-1.4005855
ollama-llama32-3b_Grandfather_Nigeria_female,ollama-llama32-3b,llama,3B,female,Nigeria,Sub-Saharan Africa,Grandfather,177,-1.395084,-2.8519077,8.350786,20.99664,-5.5657907,-10.530737,-9.70108
ollama-llama3-70b_Grandfather_Nigeria_female,ollama-llama3-70b,llama,70B,female,Nigeria,Sub-Saharan Africa,Grandfather,193,-0.84883964,-0.67601055,13.580864,-4.477463,-18.072771,-27.342783,0.80132467
ollama-mistral-7b_Grandfather_Nigeria_female,ollama-mistral-7b,mistral,7B,female,Nigeria,Sub-Saharan Africa,Grandfather,180,0.5669509,-1.2943449,-31.444912,-28.240946,-8.255514,-25.66847,20.18277
ollama-qwen25-7b_Grandfather_Nigeria_female,ollama-qwen25-7b,qwen,7B,female,Nigeria,Sub-Saharan Africa,Grandfather,173,1.2613027,0.40973693,-5.4063416,-23.449913,13.029553,5.471886,18.383116
ollama-qwen25-3b_Grandfather_Nigeria_female,ollama-qwen25-3b,qwen,3B,female,Nigeria,Sub-Saharan Africa,Grandfather,123,1.5672687,0.6875333,-11.6536255,-22.171974,0.06007272,-7.497706,15.407422
ollama-gemma2-2b_Grandfather_Nigeria_female,ollama-gemma2-2b,gemma,2B,female,Nigeria,Sub-Saharan Africa,Grandfather,169,-1.4219533,0.04876268,22.37079,-2.9570832,-0.2284316,-27.25847,-15.120449
ollama-gemma3-12b_Grandfather_Nigeria_female,ollama-gemma3-12b,gemma,12B,female,Nigeria,Sub-Saharan Africa,Grandfather,198,-1.972139,0.69199234,29.948397,1.916086,-26.134823,-12.045277,-9.390943
ollama-gemma3-27b_Grandfather_Nigeria_female,ollama-gemma3-27b,gemma,27B,female,Nigeria,Sub-Saharan Africa,Grandfather,178,-2.005634,0.6301321,29.30135,9.977764,-2.1507788,8.5254755,-20.35477
ollama-gptoss-20b_Grandfather_Nigeria_female,ollama-gptoss-20b,gpt-oss,20B,female,Nigeria,Sub-Saharan Africa,Grandfather,135,0.7310929,0.24582243,-30.160395,-20.706242,27.683525,-5.372703,4.8287654
ollama-llama31-8b_Grandfather_Nigeria_male,ollama-llama31-8b,llama,8B,male,Nigeria,Sub-Saharan Africa,Grandfather,176,-0.12976456,0.09208782,-32.574253,3.7394035,-12.923106,13.43402,13.878309
ollama-llama32-3b_Grandfather_Nigeria_male,ollama-llama32-3b,llama,3B,male,Nigeria,Sub-Saharan Africa,Grandfather,189,1.1311028,0.41533363,-45.673237,6.799435,-7.249775,14.051425,23.569191
ollama-llama3-70b_Grandfather_Nigeria_male,ollama-llama3-70b,llama,70B,male,Nigeria,Sub-Saharan Africa,Grandfather,178,2.2390985,-0.19367495,-28.107327,-27.401888,-3.2091422,22.543156,15.852349
ollama-mistral-nemo_Grandfather_Nigeria_male,ollama-mistral-nemo,mistral,12B,male,Nigeria,Sub-Saharan Africa,Grandfather,199,2.0433156,1.6391025,-12.711804,-27.726685,8.481329,8.688334,21.878033
ollama-mistral-7b_Grandfather_Nigeria_male,ollama-mistral-7b,mistral,7B,male,Nigeria,Sub-Saharan Africa,Grandfather,204,1.6799846,1.4412165,-38.55215,28.633446,4.1583743,20.92022,25.903748
ollama-qwen25-7b_Grandfather_Nigeria_male,ollama-qwen25-7b,qwen,7B,male,Nigeria,Sub-Saharan Africa,Grandfather,197,1.3955166,1.3975186,-39.468266,28.287914,7.0349245,21.720798,26.496847
ollama-qwen25-3b_Grandfather_Nigeria_male,ollama-qwen25-3b,qwen,3B,male,Nigeria,Sub-Saharan Africa,Grandfather,124,1.1794516,0.49000353,-4.443439,-19.054111,5.3433733,-4.6581554,16.2795
ollama-gemma2-2b_Grandfather_Nigeria_male,ollama-gemma2-2b,gemma,2B,male,Nigeria,Sub-Saharan Africa,Grandfather,203,0.011599001,0.1538392,5.4066706,-9.031961,6.024522,-11.618149,-5.870898
ollama-gemma3-12b_Grandfather_Nigeria_male,ollama-gemma3-12b,gemma,12B,male,Nigeria,Sub-Saharan Africa,Grandfather,195,-0.913314,0.19271989,37.235153,18.776966,-5.7997804,19.3535,-21.434816
ollama-gemma3-27b_Grandfather_Nigeria_male,ollama-gemma3-27b,gemma,27B,male,Nigeria,Sub-Saharan Africa,Grandfather,197,-1.7841976,2.0757449,31.698973,19.34373,-0.36505365,20.611256,-24.511463
ollama-llama31-8b_Grandfather_Kenya_female,ollama-llama31-8b,llama,8B,female,Kenya,Sub-Saharan Africa,Grandfather,185,-0.29339042,-1.3636885,-9.393449,13.204434,2.5769486,9.801415,-0.899446
ollama-llama32-3b_Grandfather_Kenya_female,ollama-llama32-3b,llama,3B,female,Kenya,Sub-Saharan Africa,Grandfather,166,-0.5354355,-0.52225536,-6.028376,22.79198,-12.658211,24.169777,-4.128041
ollama-llama3-70b_Grandfather_Kenya_female,ollama-llama3-70b,llama,70B,female,Kenya,Sub-Saharan Africa,Grandfather,172,1.7149626,-2.1498582,-17.017124,15.18886,-5.456053,18.374092,5.9149117
ollama-mistral-nemo_Grandfather_Kenya_female,ollama-mistral-nemo,mistral,12B,female,Kenya,Sub-Saharan Africa,Grandfather,187,0.26827398,2.788574,28.765427,28.763346,-3.06098,30.452415,-18.988586
ollama-mistral-7b_Grandfather_Kenya_female,ollama-mistral-7b,mistral,7B,female,Kenya,Sub-Saharan Africa,Grandfather,186,3.3436437,-0.23619613,-27.384075,22.867968,13.8417015,21.354055,7.9436707
ollama-qwen25-7b_Grandfather_Kenya_female,ollama-qwen25-7b,qwen,7B,female,Kenya,Sub-Saharan Africa,Grandfather,190,1.6961176,1.4792957,-25.414238,30.674803,7.3883715,31.035826,2.4763527
ollama-qwen25-3b_Grandfather_Kenya_female,ollama-qwen25-3b,qwen,3B,female,Kenya,Sub-Saharan Africa,Grandfather,126,-0.64935327,-0.77136266,1.5109768,-14.921254,5.626067,-9.267148,7.2055483
ollama-gemma2-2b_Grandfather_Kenya_female,ollama-gemma2-2b,gemma,2B,female,Kenya,Sub-Saharan Africa,Grandfather,202,-1.1523579,0.7616291,24.184174,-22.32387,-0.31074706,-35.09444,2.4396682
ollama-gemma3-12b_Grandfather_Kenya_female,ollama-gemma3-12b,gemma,12B,female,Kenya,Sub-Saharan Africa,Grandfather,184,-1.7289618,-1.2236226,39.95057,-7.1753025,-22.274185,8.252963,-14.688791
ollama-gemma3-27b_Grandfather_Kenya_female,ollama-gemma3-27b,gemma,27B,female,Kenya,Sub-Saharan Africa,Grandfather,183,-2.625244,0.8636195,31.698181,9.844386,-4.09879,12.823808,-18.713425
ollama-gptoss-20b_Grandfather_Kenya_female,ollama-gptoss-20b,gpt-oss,20B,female,Kenya,Sub-Saharan Africa,Grandfather,142,1.7647839,-1.1446021,-16.878832,0.26991305,17.674526,5.5802927,0.26522788
ollama-llama31-8b_Grandfather_Kenya_male,ollama-llama31-8b,llama,8B,male,Kenya,Sub-Saharan Africa,Grandfather,170,1.7775319,-1.001508,-16.975544,16.854778,1.160078,16.367,8.16388
ollama-llama32-3b_Grandfather_Kenya_male,ollama-llama32-3b,llama,3B,male,Kenya,Sub-Saharan Africa,Grandfather,185,0.6956503,-1.2361562,-10.928588,19.651615,4.3504477,16.651663,0.06490287
ollama-llama3-70b_Grandfather_Kenya_male,ollama-llama3-70b,llama,70B,male,Kenya,Sub-Saharan Africa,Grandfather,179,1.2097208,-1.3430231,-15.67986,15.479362,-1.3194407,19.9572,6.2131834
ollama-mistral-7b_Grandfather_Kenya_male,ollama-mistral-7b,mistral,7B,male,Kenya,Sub-Saharan Africa,Grandfather,185,2.4379716,0.6454827,-33.531998,24.042376,4.63897,27.174604,12.26341
ollama-qwen25-7b_Grandfather_Kenya_male,ollama-qwen25-7b,qwen,7B,male,Kenya,Sub-Saharan Africa,Grandfather,207,0.8200913,2.4808865,23.085863,15.647679,12.227482,10.170287,-20.224642
ollama-qwen25-3b_Grandfather_Kenya_male,ollama-qwen25-3b,qwen,3B,male,Kenya,Sub-Saharan Africa,Grandfather,164,0.8452958,-0.3205766,-12.327671,1.3398786,20.143532,19.544886,-3.9300604
ollama-gemma2-2b_Grandfather_Kenya_male,ollama-gemma2-2b,gemma,2B,male,Kenya,Sub-Saharan Africa,Grandfather,181,-1.1514304,0.28853908,26.584963,-21.295471,0.5330008,-36.6768,-3.4051688
ollama-gemma3-12b_Grandfather_Kenya_male,ollama-gemma3-12b,gemma,12B,male,Kenya,Sub-Saharan Africa,Grandfather,182,-0.19990481,-0.26428217,-17.837492,17.346153,-4.15862,19.477257,9.510666
ollama-gemma3-27b_Grandfather_Kenya_male,ollama-gemma3-27b,gemma,27B,male,Kenya,Sub-Saharan Africa,Grandfather,174,-1.6908937,0.26375702,39.010235,7.855512,-15.77535,13.14264,-24.071632
ollama-gptoss-20b_Grandfather_Kenya_male,ollama-gptoss-20b,gpt-oss,20B,male,Kenya,Sub-Saharan Africa,Grandfather,169,2.1817064,2.1318603,-33.76892,17.360262,21.739435,15.344265,14.4486
ollama-llama31-8b_Grandfather_Ethiopia_female,ollama-llama31-8b,llama,8B,female,Ethiopia,Sub-Saharan Africa,Grandfather,198,-0.4502477,-1.8557048,-0.75484776,13.67174,-6.5531483,13.089612,-2.1282535
ollama-llama32-3b_Grandfather_Ethiopia_female,ollama-llama32-3b,llama,3B,female,Ethiopia,Sub-Saharan Africa,Grandfather,191,1.3414308,-1.4885337,-0.6508964,3.4124768,-16.452633,14.117682,10.365222
ollama-llama3-70b_Grandfather_Ethiopia_female,ollama-llama3-70b,llama,70B,female,Ethiopia,Sub-Saharan Africa,Grandfather,165,0.026854372,-2.3482034,-1.7450776,12.096951,-7.622825,10.746,0.49460623
ollama-mistral-7b_Grandfather_Ethiopia_female,ollama-mistral-7b,mistral,7B,female,Ethiopia,Sub-Saharan Africa,Grandfather,203,1.336719,-0.5043934,-37.650105,23.165686,6.869724,35.813896,12.617774
ollama-qwen25-7b_Grandfather_Ethiopia_female,ollama-qwen25-7b,qwen,7B,female,Ethiopia,Sub-Saharan Africa,Grandfather,178,0.61027795,-0.2819678,-3.4960525,-12.77366,6.575307,-2.2119877,10.234489
ollama-qwen25-3b_Grandfather_Ethiopia_female,ollama-qwen25-3b,qwen,3B,female,Ethiopia,Sub-Saharan Africa,Grandfather,192,1.8001133,1.0785081,9.823878,-18.73877,14.938574,12.570998,27.8561
ollama-gemma2-2b_Grandfather_Ethiopia_female,ollama-gemma2-2b,gemma,2B,female,Ethiopia,Sub-Saharan Africa,Grandfather,189,-1.5955396,0.75513005,25.28147,-25.78516,4.0404806,-31.599503,-2.064496
ollama-gemma3-12b_Grandfather_Ethiopia_female,ollama-gemma3-12b,gemma,12B,female,Ethiopia,Sub-Saharan Africa,Grandfather,191,-2.4473512,-1.1189811,32.53822,10.822935,2.1537178,9.5291,-16.734764
ollama-gemma3-27b_Grandfather_Ethiopia_female,ollama-gemma3-27b,gemma,27B,female,Ethiopia,Sub-Saharan Africa,Grandfather,178,-1.8849821,-0.43785566,48.581573,11.787813,-8.128886,3.1027694,-36.162148
ollama-gptoss-20b_Grandfather_Ethiopia_female,ollama-gptoss-20b,gpt-oss,20B,female,Ethiopia,Sub-Saharan Africa,Grandfather,126,0.05407002,0.3286884,-25.35132,-12.866565,32.305798,-1.4301834,4.0200424
ollama-llama31-8b_Grandfather_Ethiopia_male,ollama-llama31-8b,llama,8B,male,Ethiopia,Sub-Saharan Africa,Grandfather,169,1.4730039,-1.25737,-13.15812,15.731964,3.4783962,14.922417,3.7989912
ollama-llama32-3b_Grandfather_Ethiopia_male,ollama-llama32-3b,llama,3B,male,Ethiopia,Sub-Saharan Africa,Grandfather,193,0.50928223,-1.9196212,5.3242426,16.33031,-19.87009,-8.358125,-1.675139
ollama-llama3-70b_Grandfather_Ethiopia_male,ollama-llama3-70b,llama,70B,male,Ethiopia,Sub-Saharan Africa,Grandfather,198,1.417724,-2.3706307,-17.684883,11.068772,-2.5546653,16.46137,10.250517
ollama-mistral-7b_Grandfather_Ethiopia_male,ollama-mistral-7b,mistral,7B,male,Ethiopia,Sub-Saharan Africa,Grandfather,202,2.696209,0.40576112,-23.040903,27.225191,11.277351,20.554726,5.623627
ollama-qwen25-7b_Grandfather_Ethiopia_male,ollama-qwen25-7b,qwen,7B,male,Ethiopia,Sub-Saharan Africa,Grandfather,162,0.63411856,0.11963096,-13.376694,2.353134,12.327942,10.640604,5.8930655
ollama-qwen25-3b_Grandfather_Ethiopia_male,ollama-qwen25-3b,qwen,3B,male,Ethiopia,Sub-Saharan Africa,Grandfather,138,-0.57725817,1.9661217,11.884598,-24.215427,8.511016,-16.934942,2.4908247
ollama-gemma2-2b_Grandfather_Ethiopia_male,ollama-gemma2-2b,gemma,2B,male,Ethiopia,Sub-Saharan Africa,Grandfather,200,0.5741195,0.707518,-17.00786,-34.143387,-5.2390842,-10.459688,26.324385
ollama-gemma3-12b_Grandfather_Ethiopia_male,ollama-gemma3-12b,gemma,12B,male,Ethiopia,Sub-Saharan Africa,Grandfather,180,-0.6260211,-2.1749272,37.941376,-4.1252027,-20.413246,7.4197745,-13.540826
ollama-gemma3-27b_Grandfather_Ethiopia_male,ollama-gemma3-27b,gemma,27B,male,Ethiopia,Sub-Saharan Africa,Grandfather,198,-1.0824604,0.31259587,37.535152,17.880262,-7.4917583,18.924515,-18.705677
ollama-gptoss-20b_Grandfather_Ethiopia_male,ollama-gptoss-20b,gpt-oss,20B,male,Ethiopia,Sub-Saharan Africa,Grandfather,129,0.28193974,0.6714155,-34.589447,-22.237951,36.017723,-1.8804313,4.6131377
ollama-llama31-8b_Grandfather_SouthAfrica_female,ollama-llama31-8b,llama,8B,female,South Africa,Sub-Saharan Africa,Grandfather,186,0.03085087,-0.8433797,-5.75107,12.405963,2.2085826,11.32397,-3.036367
ollama-llama32-3b_Grandfather_SouthAfrica_female,ollama-llama32-3b,llama,3B,female,South Africa,Sub-Saharan Africa,Grandfather,172,-0.46126997,-2.215931,1.1177369,14.560859,-11.212157,17.478792,-3.9714913
ollama-llama3-70b_Grandfather_SouthAfrica_female,ollama-llama3-70b,llama,70B,female,South Africa,Sub-Saharan Africa,Grandfather,203,0.522973,-2.3916857,-3.363539,11.784463,-9.091393,14.539105,6.193497
ollama-mistral-7b_Grandfather_SouthAfrica_female,ollama-mistral-7b,mistral,7B,female,South Africa,Sub-Saharan Africa,Grandfather,208,1.3590202,-0.20129338,-42.07395,27.90478,0.6349006,29.155645,19.69212
ollama-qwen25-7b_Grandfather_SouthAfrica_female,ollama-qwen25-7b,qwen,7B,female,South Africa,Sub-Saharan Africa,Grandfather,118,0.7367052,0.8080473,-14.166007,-26.376076,7.610496,5.21018,26.887125
ollama-qwen25-3b_Grandfather_SouthAfrica_female,ollama-qwen25-3b,qwen,3B,female,South Africa,Sub-Saharan Africa,Grandfather,174,1.0867422,1.385884,-3.0415924,-21.364851,7.046687,-0.61749697,15.162114
ollama-gemma3-12b_Grandfather_SouthAfrica_female,ollama-gemma3-12b,gemma,12B,female,South Africa,Sub-Saharan Africa,Grandfather,188,-1.3520823,0.70625746,48.36851,18.00396,-0.016197085,3.6923618,-38.16891
ollama-gemma3-27b_Grandfather_SouthAfrica_female,ollama-gemma3-27b,gemma,27B,female,South Africa,Sub-Saharan Africa,Grandfather,195,-2.7066166,0.5188559,33.425415,12.946683,-6.857077,17.569523,-15.363403
ollama-gptoss-20b_Grandfather_SouthAfrica_female,ollama-gptoss-20b,gpt-oss,20B,female,South Africa,Sub-Saharan Africa,Grandfather,142,-0.112209536,-0.4471355,-34.396145,-21.653149,34.74932,-0.31108105,5.7046146
ollama-llama31-8b_Grandfather_SouthAfrica_male,ollama-llama31-8b,llama,8B,male,South Africa,Sub-Saharan Africa,Grandfather,150,0.547376,0.2641765,-37.29487,-28.696579,0.055129528,14.216471,19.30055
ollama-llama32-3b_Grandfather_SouthAfrica_male,ollama-llama32-3b,llama,3B,male,South Africa,Sub-Saharan Africa,Grandfather,170,-0.1255669,-0.37644756,-15.255126,18.529045,5.981977,15.863884,9.253244
ollama-llama3-70b_Grandfather_SouthAfrica_male,ollama-llama3-70b,llama,70B,male,South Africa,Sub-Saharan Africa,Grandfather,181,1.8494527,-0.87670034,-28.115873,-25.524849,-2.979668,22.497744,12.296328
ollama-mistral-nemo_Grandfather_SouthAfrica_male,ollama-mistral-nemo,mistral,12B,male,South Africa,Sub-Saharan Africa,Grandfather,182,-0.26380894,1.3500445,22.780735,16.825127,13.579144,12.340607,-18.994543
ollama-qwen25-7b_Grandfather_SouthAfrica_male,ollama-qwen25-7b,qwen,7B,male,South Africa,Sub-Saharan Africa,Grandfather,205,2.369585,1.0209386,-13.239029,-24.78916,19.503107,1.7459476,13.023151
ollama-qwen25-3b_Grandfather_SouthAfrica_male,ollama-qwen25-3b,qwen,3B,male,South Africa,Sub-Saharan Africa,Grandfather,187,0.94448584,1.0642301,0.34598783,-11.2759905,16.775675,5.2908936,10.398776
ollama-gemma2-2b_Grandfather_SouthAfrica_male,ollama-gemma2-2b,gemma,2B,male,South Africa,Sub-Saharan Africa,Grandfather,197,0.9775034,2.4121175,11.273571,-33.8881,25.2206,2.8156447,20.723389
ollama-gemma3-12b_Grandfather_SouthAfrica_male,ollama-gemma3-12b,gemma,12B,male,South Africa,Sub-Saharan Africa,Grandfather,172,-1.7145748,0.14144464,38.430733,-2.0666285,-19.26245,11.845732,-14.0531845
ollama-gemma3-27b_Grandfather_SouthAfrica_male,ollama-gemma3-27b,gemma,27B,male,South Africa,Sub-Saharan Africa,Grandfather,190,-1.4582399,2.2549882,43.1254,13.221416,-4.765713,12.56345,-32.32222
ollama-gptoss-20b_Grandfather_SouthAfrica_male,ollama-gptoss-20b,gpt-oss,20B,male,South Africa,Sub-Saharan Africa,Grandfather,179,1.0742391,1.5942357,-34.47464,-21.888887,37.069836,-1.3920486,8.381777
ollama-llama31-8b_Grandfather_Ghana_female,ollama-llama31-8b,llama,8B,female,Ghana,Sub-Saharan Africa,Grandfather,177,-0.42272255,-1.2299533,-5.6431413,11.126481,-4.501123,13.044535,2.417283
ollama-llama32-3b_Grandfather_Ghana_female,ollama-llama32-3b,llama,3B,female,Ghana,Sub-Saharan Africa,Grandfather,200,0.9088447,-1.605006,0.97277445,10.181918,-18.604292,17.493298,3.3353155
ollama-llama3-70b_Grandfather_Ghana_female,ollama-llama3-70b,llama,70B,female,Ghana,Sub-Saharan Africa,Grandfather,204,-0.18762009,-1.8484409,0.44537455,11.708417,-12.894987,9.67989,1.889655
ollama-mistral-nemo_Grandfather_Ghana_female,ollama-mistral-nemo,mistral,12B,female,Ghana,Sub-Saharan Africa,Grandfather,180,-0.030089006,0.7199041,-9.7610855,-22.299591,6.0264072,5.822293,21.783852
ollama-mistral-7b_Grandfather_Ghana_female,ollama-mistral-7b,mistral,7B,female,Ghana,Sub-Saharan Africa,Grandfather,203,2.7811673,2.137733,-38.23345,28.051844,5.04315,20.478336,23.96708
ollama-qwen25-7b_Grandfather_Ghana_female,ollama-qwen25-7b,qwen,7B,female,Ghana,Sub-Saharan Africa,Grandfather,179,0.32735997,0.009416595,1.5365714,-10.331604,10.847798,-4.7034297,-5.3814497
ollama-qwen25-3b_Grandfather_Ghana_female,ollama-qwen25-3b,qwen,3B,female,Ghana,Sub-Saharan Africa,Grandfather,124,-0.45877972,0.19533795,10.176913,-25.73099,11.111551,-18.955328,2.5414488
ollama-gemma2-2b_Grandfather_Ghana_female,ollama-gemma2-2b,gemma,2B,female,Ghana,Sub-Saharan Africa,Grandfather,179,-1.2526069,-0.1369746,24.820925,-21.191875,-3.5887146,-34.744686,2.5095723
ollama-gemma3-12b_Grandfather_Ghana_female,ollama-gemma3-12b,gemma,12B,female,Ghana,Sub-Saharan Africa,Grandfather,205,-1.6900678,0.29683077,30.727129,0.9588326,-25.653801,-8.885924,-9.544006
ollama-gemma3-27b_Grandfather_Ghana_female,ollama-gemma3-27b,gemma,27B,female,Ghana,Sub-Saharan Africa,Grandfather,176,-2.6547532,-0.044115245,38.967026,-5.707162,-27.464193,7.2119093,-20.885641
ollama-llama31-8b_Grandfather_Ghana_male,ollama-llama31-8b,llama,8B,male,Ghana,Sub-Saharan Africa,Grandfather,179,1.5191188,0.77879065,-37.198296,-29.000896,0.8293575,14.88941,18.8695
ollama-llama32-3b_Grandfather_Ghana_male,ollama-llama32-3b,llama,3B,male,Ghana,Sub-Saharan Africa,Grandfather,193,0.5189387,-1.2315786,-37.640575,-26.648024,-2.7511916,20.020735,22.642893
ollama-llama3-70b_Grandfather_Ghana_male,ollama-llama3-70b,llama,70B,male,Ghana,Sub-Saharan Africa,Grandfather,201,1.388747,-1.1205943,-36.46323,-25.04186,-4.814027,19.709908,17.645174
ollama-mistral-nemo_Grandfather_Ghana_male,ollama-mistral-nemo,mistral,12B,male,Ghana,Sub-Saharan Africa,Grandfather,130,-0.99402195,0.3527317,21.73939,7.8664374,3.989463,6.1668496,-31.84681
ollama-mistral-7b_Grandfather_Ghana_male,ollama-mistral-7b,mistral,7B,male,Ghana,Sub-Saharan Africa,Grandfather,190,1.4757284,0.5242437,-31.522211,-22.302334,-20.618185,-18.752773,22.516659
ollama-qwen25-7b_Grandfather_Ghana_male,ollama-qwen25-7b,qwen,7B,male,Ghana,Sub-Saharan Africa,Grandfather,168,0.8646097,0.45058173,-13.042914,-29.552675,9.233184,3.8668072,23.80833
ollama-qwen25-3b_Grandfather_Ghana_male,ollama-qwen25-3b,qwen,3B,male,Ghana,Sub-Saharan Africa,Grandfather,105,0.56147474,1.1601675,-9.061935,-21.392813,-1.9790357,-8.95996,25.581572
ollama-gemma2-2b_Grandfather_Ghana_male,ollama-gemma2-2b,gemma,2B,male,Ghana,Sub-Saharan Africa,Grandfather,199,0.39401844,1.532872,-36.474903,-31.346462,6.182537,12.937555,23.454487
ollama-gemma3-12b_Grandfather_Ghana_male,ollama-gemma3-12b,gemma,12B,male,Ghana,Sub-Saharan Africa,Grandfather,192,-0.20021759,0.46961242,37.073635,19.648792,-4.6968584,21.682652,-20.537853
ollama-gemma3-27b_Grandfather_Ghana_male,ollama-gemma3-27b,gemma,27B,male,Ghana,Sub-Saharan Africa,Grandfather,177,-1.3449355,2.2179208,31.595392,10.504314,-3.0022943,14.89253,-21.123123
ollama-gptoss-20b_Grandfather_Ghana_male,ollama-gptoss-20b,gpt-oss,20B,male,Ghana,Sub-Saharan Africa,Grandfather,138,-0.11918177,0.23099507,-34.56771,-24.94155,35.812687,-5.2776055,11.734259
ollama-llama31-8b_Grandfather_India_female,ollama-llama31-8b,llama,8B,female,India,South Asia,Grandfather,172,-1.1153082,-1.5353913,5.013323,12.894819,-17.398174,10.437715,-5.0418015
ollama-llama32-3b_Grandfather_India_female,ollama-llama32-3b,llama,3B,female,India,South Asia,Grandfather,193,0.114162974,-2.714574,7.0062494,11.374107,-8.888501,0.58504,-2.1105847
ollama-llama3-70b_Grandfather_India_female,ollama-llama3-70b,llama,70B,female,India,South Asia,Grandfather,207,0.37665397,-2.7321897,3.776023,5.306833,-20.133,4.306659,6.936893
ollama-mistral-nemo_Grandfather_India_female,ollama-mistral-nemo,mistral,12B,female,India,South Asia,Grandfather,185,1.9752507,0.44213384,-6.526817,-13.961653,5.4991465,7.7304673,18.373604
ollama-mistral-7b_Grandfather_India_female,ollama-mistral-7b,mistral,7B,female,India,South Asia,Grandfather,205,2.025383,0.3836626,-37.504936,11.459159,-7.7934804,12.91596,27.944693
ollama-qwen25-7b_Grandfather_India_female,ollama-qwen25-7b,qwen,7B,female,India,South Asia,Grandfather,158,-0.3089342,-0.8388745,-1.6330167,-6.425788,-11.22357,1.1910634,6.6434517
ollama-qwen25-3b_Grandfather_India_female,ollama-qwen25-3b,qwen,3B,female,India,South Asia,Grandfather,134,1.2300763,-0.13427648,-2.975772,-18.09542,9.007638,-3.5057826,17.342594
ollama-gemma2-2b_Grandfather_India_female,ollama-gemma2-2b,gemma,2B,female,India,South Asia,Grandfather,195,-1.0280429,-0.75590754,20.159266,-29.249838,6.2493687,-32.038906,2.9433148
ollama-gemma3-12b_Grandfather_India_female,ollama-gemma3-12b,gemma,12B,female,India,South Asia,Grandfather,186,-1.8739088,-0.5696181,35.535683,-6.7936788,-21.03523,3.7346153,-9.0918455
ollama-gemma3-27b_Grandfather_India_female,ollama-gemma3-27b,gemma,27B,female,India,South Asia,Grandfather,188,-1.4700416,-0.34511393,47.65657,10.7062845,-9.355539,6.6064353,-32.71368
ollama-gptoss-20b_Grandfather_India_female,ollama-gptoss-20b,gpt-oss,20B,female,India,South Asia,Grandfather,132,0.059792466,-1.1038959,-21.58424,-8.119665,30.042044,0.92907155,-8.01815
ollama-llama31-8b_Grandfather_India_male,ollama-llama31-8b,llama,8B,male,India,South Asia,Grandfather,170,1.3661256,-0.49439037,-38.49209,-4.5795865,-11.233779,17.996967,16.237442
ollama-llama32-3b_Grandfather_India_male,ollama-llama32-3b,llama,3B,male,India,South Asia,Grandfather,178,0.66000557,-2.110193,-10.862302,6.7247295,-4.981006,7.7224207,13.46491
ollama-llama3-70b_Grandfather_India_male,ollama-llama3-70b,llama,70B,male,India,South Asia,Grandfather,202,1.1387204,-0.5782619,-16.27845,10.069195,-5.4284267,13.701598,12.137485
ollama-mistral-nemo_Grandfather_India_male,ollama-mistral-nemo,mistral,12B,male,India,South Asia,Grandfather,196,-0.48515505,3.4227047,25.070656,5.236721,11.153726,-0.09116041,-30.97346
ollama-mistral-7b_Grandfather_India_male,ollama-mistral-7b,mistral,7B,male,India,South Asia,Grandfather,197,1.4378929,0.20634417,-29.799395,-32.862774,-7.91759,-19.71395,12.193213
ollama-qwen25-7b_Grandfather_India_male,ollama-qwen25-7b,qwen,7B,male,India,South Asia,Grandfather,153,1.476047,1.1389253,-10.945309,-25.045189,25.655382,-3.9267719,6.3333564
ollama-qwen25-3b_Grandfather_India_male,ollama-qwen25-3b,qwen,3B,male,India,South Asia,Grandfather,102,0.5675523,0.18938342,-2.9084496,-19.808586,7.6597695,-1.1776724,18.83606
ollama-gemma2-2b_Grandfather_India_male,ollama-gemma2-2b,gemma,2B,male,India,South Asia,Grandfather,203,0.79359454,0.65287447,-22.730616,2.5492136,23.143522,12.1358,-6.9125032
