id,model_key,model_family,model_params,protagonist_gender,country,region,person,word_count,pca_x,pca_y,tsne_x,tsne_y,tsne3_x,tsne3_y,tsne3_z
ollama-qwen25-3b_Uncle_Mexico_female,ollama-qwen25-3b,qwen,3B,female,Mexico,Latin America,Uncle,128,-0.9061306,0.7836506,12.634631,-21.023535,9.558247,-19.71191,-0.37232706
ollama-gemma2-2b_Uncle_Mexico_female,ollama-gemma2-2b,gemma,2B,female,Mexico,Latin America,Uncle,185,-2.3120472,-0.09380975,23.996845,-9.767396,10.432815,-24.066584,-10.915677
ollama-gemma3-12b_Uncle_Mexico_female,ollama-gemma3-12b,gemma,12B,female,Mexico,Latin America,Uncle,171,-2.7017202,-0.7932925,52.926113,-5.9005694,-9.4370775,-1.8626639,-22.332232
ollama-gemma3-27b_Uncle_Mexico_female,ollama-gemma3-27b,gemma,27B,female,Mexico,Latin America,Uncle,183,-3.5754206,-0.064413816,48.822426,6.1261806,-15.386604,-1.6900605,-31.602383
ollama-gptoss-20b_Uncle_Mexico_female,ollama-gptoss-20b,gpt-oss,20B,female,Mexico,Latin America,Uncle,119,-0.61559314,-0.5309388,-24.236176,-9.750175,29.195732,-4.142519,-5.930609
ollama-llama31-8b_Uncle_Mexico_male,ollama-llama31-8b,llama,8B,male,Mexico,Latin America,Uncle,158,0.03461705,-1.1759901,2.663469,31.85038,12.3196745,-5.5482473,-18.299889
ollama-llama32-3b_Uncle_Mexico_male,ollama-llama32-3b,llama,3B,male,Mexico,Latin America,Uncle,177,-0.22026132,-0.045345277,18.553297,10.552479,8.839011,-10.504257,-14.6424885
ollama-llama3-70b_Uncle_Mexico_male,ollama-llama3-70b,llama,70B,male,Mexico,Latin America,Uncle,196,0.12757055,0.41128474,18.473923,10.437943,8.6662,-11.545979,-15.68315
ollama-mistral-7b_Uncle_Mexico_male,ollama-mistral-7b,mistral,7B,male,Mexico,Latin America,Uncle,196,0.20088825,-1.1306953,10.293833,40.675934,11.600484,35.723297,-7.411911
ollama-qwen25-7b_Uncle_Mexico_male,ollama-qwen25-7b,qwen,7B,male,Mexico,Latin America,Uncle,181,0.12449201,1.149162,-9.386623,-36.002247,21.945887,6.1780276,19.660582
ollama-qwen25-3b_Uncle_Mexico_male,ollama-qwen25-3b,qwen,3B,male,Mexico,Latin America,Uncle,116,0.48772475,0.7136129,-7.410053,-30.626379,16.027874,-5.665354,21.043661
ollama-gemma2-2b_Uncle_Mexico_male,ollama-gemma2-2b,gemma,2B,male,Mexico,Latin America,Uncle,193,-2.2204456,3.1218572,27.279503,3.0955677,9.985534,-5.487278,-30.37836
ollama-gemma3-12b_Uncle_Mexico_male,ollama-gemma3-12b,gemma,12B,male,Mexico,Latin America,Uncle,205,-1.8810085,0.21839085,55.19542,1.2829052,-9.466885,-4.7296133,-30.866184
ollama-gemma3-27b_Uncle_Mexico_male,ollama-gemma3-27b,gemma,27B,male,Mexico,Latin America,Uncle,171,-1.7334344,0.40650952,52.464184,4.803956,-2.5756302,-7.0072875,-33.707355
ollama-gptoss-20b_Uncle_Mexico_male,ollama-gptoss-20b,gpt-oss,20B,male,Mexico,Latin America,Uncle,187,-0.92089164,1.5345409,17.093206,-23.112833,20.069162,-20.92555,-6.102818
ollama-llama31-8b_Uncle_Brazil_female,ollama-llama31-8b,llama,8B,female,Brazil,Latin America,Uncle,175,-0.2003321,-2.625839,7.445743,27.75561,0.06676803,-9.530102,-22.415195
ollama-llama32-3b_Uncle_Brazil_female,ollama-llama32-3b,llama,3B,female,Brazil,Latin America,Uncle,190,-1.3380632,-2.7890341,10.090261,31.96722,-1.3180864,-9.939709,-26.332808
ollama-llama3-70b_Uncle_Brazil_female,ollama-llama3-70b,llama,70B,female,Brazil,Latin America,Uncle,198,0.11453863,-2.2305562,9.347873,28.550741,-0.32517543,-11.354184,-23.116999
ollama-mistral-7b_Uncle_Brazil_female,ollama-mistral-7b,mistral,7B,female,Brazil,Latin America,Uncle,184,1.1842856,-0.23048252,-34.76998,7.4147124,-0.8130385,8.728064,29.201948
ollama-qwen25-7b_Uncle_Brazil_female,ollama-qwen25-7b,qwen,7B,female,Brazil,Latin America,Uncle,201,0.09324791,0.22236037,-5.348906,-21.356611,26.885508,-5.288005,10.585523
ollama-qwen25-3b_Uncle_Brazil_female,ollama-qwen25-3b,qwen,3B,female,Brazil,Latin America,Uncle,175,-0.03349947,-0.5243785,-5.21518,-10.69463,2.745144,-9.052677,11.443758
ollama-gemma2-2b_Uncle_Brazil_female,ollama-gemma2-2b,gemma,2B,female,Brazil,Latin America,Uncle,201,-0.156,1.2625508,16.435617,-28.5716,6.061962,-27.018312,3.6888018
ollama-gemma3-12b_Uncle_Brazil_female,ollama-gemma3-12b,gemma,12B,female,Brazil,Latin America,Uncle,195,-2.930147,-0.8740625,46.141304,-0.74715585,-11.721903,6.3092384,-21.222488
ollama-gemma3-27b_Uncle_Brazil_female,ollama-gemma3-27b,gemma,27B,female,Brazil,Latin America,Uncle,167,-2.7316437,-0.6417589,44.879078,-1.8190897,-20.3636,-0.6298377,-22.610434
ollama-llama31-8b_Uncle_Brazil_male,ollama-llama31-8b,llama,8B,male,Brazil,Latin America,Uncle,160,2.0577507,-0.657934,-15.446734,17.60286,3.9629328,18.959913,5.5525274
ollama-llama32-3b_Uncle_Brazil_male,ollama-llama32-3b,llama,3B,male,Brazil,Latin America,Uncle,183,0.83757114,0.7234885,8.306247,-21.793297,21.955235,-22.066437,15.770576
ollama-llama3-70b_Uncle_Brazil_male,ollama-llama3-70b,llama,70B,male,Brazil,Latin America,Uncle,185,0.599696,-0.5874005,-16.167448,20.797375,3.0353754,23.527182,3.6990235
ollama-mistral-nemo_Uncle_Brazil_male,ollama-mistral-nemo,mistral,12B,male,Brazil,Latin America,Uncle,198,-0.45770872,-0.818188,7.290444,-9.214974,15.162088,-23.896809,-21.243378
ollama-mistral-7b_Uncle_Brazil_male,ollama-mistral-7b,mistral,7B,male,Brazil,Latin America,Uncle,191,2.9697707,-1.1287944,-35.572487,11.895744,-1.4327143,14.520516,28.995955
ollama-qwen25-7b_Uncle_Brazil_male,ollama-qwen25-7b,qwen,7B,male,Brazil,Latin America,Uncle,179,1.541255,1.5153344,-3.3129895,-31.678102,9.122189,-8.261426,26.243744
ollama-qwen25-3b_Uncle_Brazil_male,ollama-qwen25-3b,qwen,3B,male,Brazil,Latin America,Uncle,205,0.39618227,1.4373496,7.3534703,-33.235847,0.6591918,-18.551813,3.8584855
ollama-gemma2-2b_Uncle_Brazil_male,ollama-gemma2-2b,gemma,2B,male,Brazil,Latin America,Uncle,198,-0.076808944,1.8258843,19.724335,-31.958303,10.853728,-38.505802,3.2413504
ollama-gemma3-12b_Uncle_Brazil_male,ollama-gemma3-12b,gemma,12B,male,Brazil,Latin America,Uncle,203,-2.1486378,1.4826031,34.58386,22.260565,-0.60586166,17.189764,-18.2993
ollama-gemma3-27b_Uncle_Brazil_male,ollama-gemma3-27b,gemma,27B,male,Brazil,Latin America,Uncle,167,-1.8165978,0.038551345,20.388569,9.363983,11.247307,4.366755,-10.576193
ollama-gptoss-20b_Uncle_Brazil_male,ollama-gptoss-20b,gpt-oss,20B,male,Brazil,Latin America,Uncle,151,0.90339524,1.4302156,-27.099604,-4.5052824,34.515484,6.086649,-4.165446
ollama-llama31-8b_Uncle_Argentina_female,ollama-llama31-8b,llama,8B,female,Argentina,Latin America,Uncle,166,0.8829007,-1.7815661,7.565232,33.39162,9.4601345,-6.646629,-16.725393
ollama-llama32-3b_Uncle_Argentina_female,ollama-llama32-3b,llama,3B,female,Argentina,Latin America,Uncle,178,-0.44263428,-2.8519015,12.0920105,26.764183,1.2337677,-10.291405,-17.439949
ollama-llama3-70b_Uncle_Argentina_female,ollama-llama3-70b,llama,70B,female,Argentina,Latin America,Uncle,183,-0.40574056,-2.4834683,9.9949,29.73713,0.8536979,-14.379011,-21.37984
ollama-mistral-nemo_Uncle_Argentina_female,ollama-mistral-nemo,mistral,12B,female,Argentina,Latin America,Uncle,172,-0.029485693,0.31669647,-24.035109,10.845148,18.603643,1.3118793,-16.77505
ollama-mistral-7b_Uncle_Argentina_female,ollama-mistral-7b,mistral,7B,female,Argentina,Latin America,Uncle,193,1.6893132,-1.7625284,-16.18748,6.030958,6.1621585,6.5772686,-5.863582
ollama-qwen25-7b_Uncle_Argentina_female,ollama-qwen25-7b,qwen,7B,female,Argentina,Latin America,Uncle,178,0.70918196,-0.66846836,2.1423602,-17.651058,13.598039,-10.585335,3.9301517
ollama-qwen25-3b_Uncle_Argentina_female,ollama-qwen25-3b,qwen,3B,female,Argentina,Latin America,Uncle,149,-0.023368238,-0.32083774,-6.1091,-34.560234,18.614458,-11.453344,17.446339
ollama-gemma2-2b_Uncle_Argentina_female,ollama-gemma2-2b,gemma,2B,female,Argentina,Latin America,Uncle,208,-2.206052,0.83995146,26.309023,-7.2556324,5.515381,-23.265518,-19.470016
ollama-gemma3-12b_Uncle_Argentina_female,ollama-gemma3-12b,gemma,12B,female,Argentina,Latin America,Uncle,202,-2.2801757,-1.6165352,16.647303,32.29269,-16.462465,-5.1917405,-29.432558
ollama-gemma3-27b_Uncle_Argentina_female,ollama-gemma3-27b,gemma,27B,female,Argentina,Latin America,Uncle,172,-2.9376605,0.35263434,52.41174,3.5382297,-11.6482115,-8.056176,-33.275047
ollama-gptoss-20b_Uncle_Argentina_female,ollama-gptoss-20b,gpt-oss,20B,female,Argentina,Latin America,Uncle,205,1.5690186,1.0307229,17.88614,-21.765673,26.994833,-6.1847982,-17.695265
ollama-llama31-8b_Uncle_Argentina_male,ollama-llama31-8b,llama,8B,male,Argentina,Latin America,Uncle,166,1.0628949,-1.0457265,-15.773315,23.132784,12.952856,-0.71788245,-17.755062
ollama-llama32-3b_Uncle_Argentina_male,ollama-llama32-3b,llama,3B,male,Argentina,Latin America,Uncle,170,0.8554262,-0.15418845,-15.117689,24.807537,15.5416765,-3.4205523,-16.213017
ollama-llama3-70b_Uncle_Argentina_male,ollama-llama3-70b,llama,70B,male,Argentina,Latin America,Uncle,203,1.4214572,-0.7203903,3.8350186,33.54861,11.356855,-2.7988963,-21.135113
ollama-mistral-7b_Uncle_Argentina_male,ollama-mistral-7b,mistral,7B,male,Argentina,Latin America,Uncle,162,1.7307559,0.0009784997,-20.370323,8.290401,12.912884,12.698988,-10.645266
ollama-qwen25-7b_Uncle_Argentina_male,ollama-qwen25-7b,qwen,7B,male,Argentina,Latin America,Uncle,162,2.005243,1.4812083,-5.467953,-36.305458,23.550024,-10.124782,15.860318
ollama-qwen25-3b_Uncle_Argentina_male,ollama-qwen25-3b,qwen,3B,male,Argentina,Latin America,Uncle,182,0.6247622,0.907635,-4.9421964,-39.900833,26.514465,-11.6699295,21.433847
ollama-gemma2-2b_Uncle_Argentina_male,ollama-gemma2-2b,gemma,2B,male,Argentina,Latin America,Uncle,195,0.67894346,1.5099547,-7.2064996,-37.018505,22.620037,-7.6893687,18.928556
ollama-gemma3-12b_Uncle_Argentina_male,ollama-gemma3-12b,gemma,12B,male,Argentina,Latin America,Uncle,199,-1.1768079,1.8327117,45.853092,23.396677,5.088813,-2.8679876,-30.410917
ollama-gemma3-27b_Uncle_Argentina_male,ollama-gemma3-27b,gemma,27B,male,Argentina,Latin America,Uncle,178,-1.603477,2.1742437,44.41893,21.374416,6.5486207,-2.5334394,-33.47196
ollama-gptoss-20b_Uncle_Argentina_male,ollama-gptoss-20b,gpt-oss,20B,male,Argentina,Latin America,Uncle,140,-0.49011785,1.6732252,-3.2406764,-42.665047,-1.9517652,-11.944484,30.617493
ollama-llama31-8b_Uncle_Colombia_female,ollama-llama31-8b,llama,8B,female,Colombia,Latin America,Uncle,163,0.2527146,-1.0043514,2.3938806,27.57719,-10.696157,25.417685,5.2466025
ollama-llama32-3b_Uncle_Colombia_female,ollama-llama32-3b,llama,3B,female,Colombia,Latin America,Uncle,185,-1.6245402,-1.5111468,19.224432,27.44203,8.075705,-12.516748,-30.77438
ollama-llama3-70b_Uncle_Colombia_female,ollama-llama3-70b,llama,70B,female,Colombia,Latin America,Uncle,196,-0.37398353,-2.1485882,6.999482,28.277565,0.93302816,-7.833704,-20.405964
ollama-mistral-nemo_Uncle_Colombia_female,ollama-mistral-nemo,mistral,12B,female,Colombia,Latin America,Uncle,184,-1.2074354,-1.7307556,6.3159103,25.821344,-3.0303378,-8.733042,-18.220022
ollama-mistral-7b_Uncle_Colombia_female,ollama-mistral-7b,mistral,7B,female,Colombia,Latin America,Uncle,199,0.40889764,-2.4474435,13.554626,26.72038,-2.0283337,-13.4631195,-16.546835
ollama-qwen25-7b_Uncle_Colombia_female,ollama-qwen25-7b,qwen,7B,female,Colombia,Latin America,Uncle,182,-0.6647238,0.8694705,16.160015,-15.277528,-6.7114673,-25.821,2.9547603
ollama-qwen25-3b_Uncle_Colombia_female,ollama-qwen25-3b,qwen,3B,female,Colombia,Latin America,Uncle,151,0.6282124,2.1592925,9.695108,-22.96792,7.2932215,-24.72847,8.195844
ollama-gemma2-2b_Uncle_Colombia_female,ollama-gemma2-2b,gemma,2B,female,Colombia,Latin America,Uncle,199,-2.5828412,-0.94112223,13.767699,30.727934,6.0872564,-18.777334,-18.830437
ollama-gemma3-12b_Uncle_Colombia_female,ollama-gemma3-12b,gemma,12B,female,Colombia,Latin America,Uncle,199,-2.6479793,0.16537674,54.99006,-6.756627,-7.789836,-6.354255,-20.706741
ollama-gemma3-27b_Uncle_Colombia_female,ollama-gemma3-27b,gemma,27B,female,Colombia,Latin America,Uncle,170,-2.8000338,-0.9154021,52.664925,-2.005079,-16.819582,-1.606655,-25.980854
ollama-gptoss-20b_Uncle_Colombia_female,ollama-gptoss-20b,gpt-oss,20B,female,Colombia,Latin America,Uncle,143,0.1201169,-1.2183712,-22.615376,-10.894979,29.057867,-5.122017,-12.983612
ollama-llama31-8b_Uncle_Colombia_male,ollama-llama31-8b,llama,8B,male,Colombia,Latin America,Uncle,150,0.637671,-0.81974536,-11.601658,6.0287576,12.416832,-3.553931,-18.668886
ollama-llama32-3b_Uncle_Colombia_male,ollama-llama32-3b,llama,3B,male,Colombia,Latin America,Uncle,196,-0.5021842,-1.1385131,-22.153358,0.047556277,18.22458,-7.8097157,-17.617762
ollama-llama3-70b_Uncle_Colombia_male,ollama-llama3-70b,llama,70B,male,Colombia,Latin America,Uncle,198,0.7704522,-1.081126,-15.602994,22.080917,10.67403,-2.0194635,-19.352758
ollama-mistral-7b_Uncle_Colombia_male,ollama-mistral-7b,mistral,7B,male,Colombia,Latin America,Uncle,200,1.4879792,-1.3488841,4.877786,30.934443,5.798067,-5.7766004,-23.370365
ollama-qwen25-7b_Uncle_Colombia_male,ollama-qwen25-7b,qwen,7B,male,Colombia,Latin America,Uncle,169,1.5346732,-0.14218077,-17.616428,-17.20313,24.649542,-10.902143,11.464829
ollama-qwen25-3b_Uncle_Colombia_male,ollama-qwen25-3b,qwen,3B,male,Colombia,Latin America,Uncle,157,1.1796732,0.9893452,-6.0371904,-34.746925,21.054245,-13.025284,18.355776
ollama-gemma2-2b_Uncle_Colombia_male,ollama-gemma2-2b,gemma,2B,male,Colombia,Latin America,Uncle,208,-1.2994832,0.4314313,9.336361,-40.691956,19.198048,-21.147427,11.699299
ollama-gemma3-12b_Uncle_Colombia_male,ollama-gemma3-12b,gemma,12B,male,Colombia,Latin America,Uncle,206,-3.4567187,0.53802437,55.042713,4.000892,-5.1155596,-5.055223,-28.487385
ollama-gemma3-27b_Uncle_Colombia_male,ollama-gemma3-27b,gemma,27B,male,Colombia,Latin America,Uncle,168,-1.8334267,1.181324,52.85638,6.9768505,-3.5635967,-4.0971675,-31.468477
ollama-gptoss-20b_Uncle_Colombia_male,ollama-gptoss-20b,gpt-oss,20B,male,Colombia,Latin America,Uncle,134,-0.094787866,0.17419334,-22.407242,-10.946907,30.799194,-3.9873972,-13.052579
ollama-llama31-8b_Uncle_UnitedArabEmirates_female,ollama-llama31-8b,llama,8B,female,United Arab Emirates,MENA,Uncle,158,0.9333531,-1.9665875,10.255082,6.2485914,-13.109284,-17.585613,-5.8776693
ollama-llama32-3b_Uncle_UnitedArabEmirates_female,ollama-llama32-3b,llama,3B,female,United Arab Emirates,MENA,Uncle,181,0.04524055,-1.9340014,3.998585,0.27149493,-18.20274,-6.9104633,4.216014
ollama-llama3-70b_Uncle_UnitedArabEmirates_female,ollama-llama3-70b,llama,70B,female,United Arab Emirates,MENA,Uncle,182,0.9836624,-1.7185771,6.3151364,1.3847448,-24.284931,-0.7470942,5.611572
ollama-mistral-nemo_Uncle_UnitedArabEmirates_female,ollama-mistral-nemo,mistral,12B,female,United Arab Emirates,MENA,Uncle,170,-0.111762494,-1.0530894,5.368491,-3.859256,-21.551853,-6.6207595,14.394759
ollama-qwen25-7b_Uncle_UnitedArabEmirates_female,ollama-qwen25-7b,qwen,7B,female,United Arab Emirates,MENA,Uncle,160,-0.13367668,0.60782504,4.875395,-5.3564887,-20.261377,-10.470199,15.998867
ollama-qwen25-3b_Uncle_UnitedArabEmirates_female,ollama-qwen25-3b,qwen,3B,female,United Arab Emirates,MENA,Uncle,100,1.7544907,2.0369453,-17.220053,-30.978325,-3.892714,1.2775134,31.236853
ollama-gemma2-2b_Uncle_UnitedArabEmirates_female,ollama-gemma2-2b,gemma,2B,female,United Arab Emirates,MENA,Uncle,202,0.18427426,1.1467966,28.575996,-18.156258,-24.006927,-14.19397,13.4022665
ollama-gemma3-12b_Uncle_UnitedArabEmirates_female,ollama-gemma3-12b,gemma,12B,female,United Arab Emirates,MENA,Uncle,208,-2.006626,-0.52115047,34.07533,-10.524186,-31.959934,1.0142596,-1.6146203
ollama-gemma3-27b_Uncle_UnitedArabEmirates_female,ollama-gemma3-27b,gemma,27B,female,United Arab Emirates,MENA,Uncle,195,-1.025033,-0.73109543,36.573994,-11.090274,-32.422535,-0.4223156,-8.2228
ollama-gptoss-20b_Uncle_UnitedArabEmirates_female,ollama-gptoss-20b,gpt-oss,20B,female,United Arab Emirates,MENA,Uncle,144,0.46231467,-1.0474324,-31.734764,-17.782005,-19.601793,-13.014667,10.254628
ollama-llama31-8b_Uncle_UnitedArabEmirates_male,ollama-llama31-8b,llama,8B,male,United Arab Emirates,MENA,Uncle,165,0.5813669,-0.21862105,-36.962185,1.0757426,-19.795574,2.4318027,29.305618
ollama-llama32-3b_Uncle_UnitedArabEmirates_male,ollama-llama32-3b,llama,3B,male,United Arab Emirates,MENA,Uncle,175,1.6172159,-0.1850436,-38.5836,0.2011683,-19.640253,5.704128,26.77066
ollama-llama3-70b_Uncle_UnitedArabEmirates_male,ollama-llama3-70b,llama,70B,male,United Arab Emirates,MENA,Uncle,194,1.0079981,-0.43671703,-40.326084,-1.7121398,-18.107079,4.145553,20.396774
ollama-mistral-nemo_Uncle_UnitedArabEmirates_male,ollama-mistral-nemo,mistral,12B,male,United Arab Emirates,MENA,Uncle,202,0.15389498,1.7718635,23.610281,22.446285,-23.948633,0.96811163,27.634584
ollama-mistral-7b_Uncle_UnitedArabEmirates_male,ollama-mistral-7b,mistral,7B,male,United Arab Emirates,MENA,Uncle,169,2.2010446,0.3929434,-35.768486,10.737751,-3.2587311,12.1692505,27.504786
ollama-qwen25-7b_Uncle_UnitedArabEmirates_male,ollama-qwen25-7b,qwen,7B,male,United Arab Emirates,MENA,Uncle,155,1.3741778,0.8983809,-3.1914895,-24.993773,2.4137456,-9.549866,20.470251
ollama-qwen25-3b_Uncle_UnitedArabEmirates_male,ollama-qwen25-3b,qwen,3B,male,United Arab Emirates,MENA,Uncle,158,0.96351355,-0.9439035,-15.852376,-14.416079,-13.665939,-5.1371145,18.615845
ollama-gemma2-2b_Uncle_UnitedArabEmirates_male,ollama-gemma2-2b,gemma,2B,male,United Arab Emirates,MENA,Uncle,183,0.18061732,2.5344234,14.903637,-36.352898,28.945658,-16.328392,13.108369
ollama-gemma3-12b_Uncle_UnitedArabEmirates_male,ollama-gemma3-12b,gemma,12B,male,United Arab Emirates,MENA,Uncle,191,-0.93031365,0.14171207,38.169575,-15.87382,-32.109715,10.086801,-7.182719
ollama-gemma3-27b_Uncle_UnitedArabEmirates_male,ollama-gemma3-27b,gemma,27B,male,United Arab Emirates,MENA,Uncle,179,0.15679653,0.8065103,23.329283,20.687372,-11.900658,32.221905,-15.50957
ollama-gptoss-20b_Uncle_UnitedArabEmirates_male,ollama-gptoss-20b,gpt-oss,20B,male,United Arab Emirates,MENA,Uncle,138,1.2179484,0.104204156,-37.516,-5.8723235,-19.648983,-2.9922311,24.777773
ollama-llama31-8b_Uncle_SaudiArabia_female,ollama-llama31-8b,llama,8B,female,Saudi Arabia,MENA,Uncle,128,0.018883001,-1.9480422,5.3886895,2.6936054,-20.481812,0.59069157,10.578973
ollama-llama32-3b_Uncle_SaudiArabia_female,ollama-llama32-3b,llama,3B,female,Saudi Arabia,MENA,Uncle,186,0.70916414,-1.4670095,9.948739,3.234663,-20.110632,7.370393,10.974965
ollama-llama3-70b_Uncle_SaudiArabia_female,ollama-llama3-70b,llama,70B,female,Saudi Arabia,MENA,Uncle,187,1.1322086,-2.2689784,6.3408194,2.6464496,-23.057714,1.8547912,7.927032
ollama-mistral-7b_Uncle_SaudiArabia_female,ollama-mistral-7b,mistral,7B,female,Saudi Arabia,MENA,Uncle,178,1.421096,0.53495586,5.483773,-6.691874,-19.265726,-14.759049,14.25546
ollama-qwen25-7b_Uncle_SaudiArabia_female,ollama-qwen25-7b,qwen,7B,female,Saudi Arabia,MENA,Uncle,166,-0.42014578,-0.037121788,33.89646,-13.09826,-35.711014,1.8853703,-0.60129535
ollama-qwen25-3b_Uncle_SaudiArabia_female,ollama-qwen25-3b,qwen,3B,female,Saudi Arabia,MENA,Uncle,181,2.4999902,0.36662388,-3.0950737,-28.548882,9.194044,-12.222957,20.66626
ollama-gemma2-2b_Uncle_SaudiArabia_female,ollama-gemma2-2b,gemma,2B,female,Saudi Arabia,MENA,Uncle,161,-0.7897849,1.1273305,24.351036,-15.582368,-26.146376,-11.134806,2.417246
ollama-gemma3-12b_Uncle_SaudiArabia_female,ollama-gemma3-12b,gemma,12B,female,Saudi Arabia,MENA,Uncle,191,-0.6254468,-1.160888,4.7653375,-4.8426385,-21.011814,-8.206144,16.404808
ollama-gemma3-27b_Uncle_SaudiArabia_female,ollama-gemma3-27b,gemma,27B,female,Saudi Arabia,MENA,Uncle,183,-1.8253366,0.24320573,36.303802,-11.185093,-30.768478,2.0995812,-7.327974
ollama-gptoss-20b_Uncle_SaudiArabia_female,ollama-gptoss-20b,gpt-oss,20B,female,Saudi Arabia,MENA,Uncle,146,2.041927,-0.13730294,-37.292377,-10.401333,-23.031652,-9.444181,19.492273
ollama-llama31-8b_Uncle_SaudiArabia_male,ollama-llama31-8b,llama,8B,male,Saudi Arabia,MENA,Uncle,178,2.2685816,0.20997007,-38.278465,1.8179547,-16.408329,2.165112,30.100254
ollama-llama32-3b_Uncle_SaudiArabia_male,ollama-llama32-3b,llama,3B,male,Saudi Arabia,MENA,Uncle,165,1.6428635,-0.20453593,-39.957542,0.6642907,-12.318488,5.299016,22.163363
ollama-llama3-70b_Uncle_SaudiArabia_male,ollama-llama3-70b,llama,70B,male,Saudi Arabia,MENA,Uncle,187,0.6817124,0.106127635,-42.184875,-1.469859,-12.562275,6.8518353,19.882032
ollama-mistral-7b_Uncle_SaudiArabia_male,ollama-mistral-7b,mistral,7B,male,Saudi Arabia,MENA,Uncle,188,2.461997,0.35581976,-42.062454,4.319311,-13.101523,6.8834515,30.941305
ollama-qwen25-7b_Uncle_SaudiArabia_male,ollama-qwen25-7b,qwen,7B,male,Saudi Arabia,MENA,Uncle,175,1.1783037,0.8251276,-17.322802,-23.657574,-3.7727377,-11.021799,20.150518
ollama-qwen25-3b_Uncle_SaudiArabia_male,ollama-qwen25-3b,qwen,3B,male,Saudi Arabia,MENA,Uncle,155,1.8699138,1.0790021,-3.728953,-24.389048,2.6159205,-6.338363,20.294394
ollama-gemma3-12b_Uncle_SaudiArabia_male,ollama-gemma3-12b,gemma,12B,male,Saudi Arabia,MENA,Uncle,183,-0.9452817,0.095272146,39.04183,-16.12755,-30.430357,11.439648,-5.6887655
ollama-gemma3-27b_Uncle_SaudiArabia_male,ollama-gemma3-27b,gemma,27B,male,Saudi Arabia,MENA,Uncle,169,-0.71206295,1.8232517,37.865845,-14.836014,-32.59811,7.246242,-4.8007417
ollama-gptoss-20b_Uncle_SaudiArabia_male,ollama-gptoss-20b,gpt-oss,20B,male,Saudi Arabia,MENA,Uncle,164,2.3837373,2.0384467,-31.201963,-6.538159,23.330713,0.89760786,3.3515592
ollama-llama31-8b_Uncle_Iran_female,ollama-llama31-8b,llama,8B,female,Iran,MENA,Uncle,176,0.2750572,-1.4539969,-16.445566,2.0855963,10.840285,4.3347893,-1.2608901
ollama-llama32-3b_Uncle_Iran_female,ollama-llama32-3b,llama,3B,female,Iran,MENA,Uncle,183,1.3471576,-1.7727234,1.5549301,4.0715456,-14.845783,3.274104,7.9912066
ollama-llama3-70b_Uncle_Iran_female,ollama-llama3-70b,llama,70B,female,Iran,MENA,Uncle,201,0.7662134,-1.6148736,2.766726,4.259159,-17.19586,2.246643,6.514152
ollama-mistral-nemo_Uncle_Iran_female,ollama-mistral-nemo,mistral,12B,female,Iran,MENA,Uncle,192,0.553189,2.2736585,-1.4938565,-36.753696,20.310423,-16.44468,2.9111586
ollama-mistral-7b_Uncle_Iran_female,ollama-mistral-7b,mistral,7B,female,Iran,MENA,Uncle,206,1.0578479,-1.2854915,-29.180182,6.5694075,7.918873,-1.5493954,-0.07152326
ollama-qwen25-7b_Uncle_Iran_female,ollama-qwen25-7b,qwen,7B,female,Iran,MENA,Uncle,173,0.5982192,1.2497907,-14.213004,-23.699612,-1.160215,-12.440559,19.68251
ollama-qwen25-3b_Uncle_Iran_female,ollama-qwen25-3b,qwen,3B,female,Iran,MENA,Uncle,193,0.25138876,0.11801163,2.2781954,-25.39766,0.37976712,-14.882863,35.5121
ollama-gemma2-2b_Uncle_Iran_female,ollama-gemma2-2b,gemma,2B,female,Iran,MENA,Uncle,187,-2.9501002,1.8024259,21.309795,-5.188106,-12.677567,-35.535614,2.8769517
ollama-gemma3-12b_Uncle_Iran_female,ollama-gemma3-12b,gemma,12B,female,Iran,MENA,Uncle,203,-1.6923724,-0.5751929,35.225494,-5.940102,-19.965775,3.7720325,-6.974843
ollama-gemma3-27b_Uncle_Iran_female,ollama-gemma3-27b,gemma,27B,female,Iran,MENA,Uncle,186,-2.5965335,-0.4293015,46.64024,9.22039,-12.231143,6.373059,-32.35048
ollama-gptoss-20b_Uncle_Iran_female,ollama-gptoss-20b,gpt-oss,20B,female,Iran,MENA,Uncle,176,0.8113839,-0.34827095,-32.176105,-17.780067,-18.21208,-11.938742,11.182993
ollama-llama31-8b_Uncle_Iran_male,ollama-llama31-8b,llama,8B,male,Iran,MENA,Uncle,170,0.26033983,-0.40378952,-14.611239,41.148705,-20.112371,9.847867,13.454015
ollama-llama32-3b_Uncle_Iran_male,ollama-llama32-3b,llama,3B,male,Iran,MENA,Uncle,201,0.6018212,-1.0868957,-44.082745,0.30954245,-21.677044,3.9695506,20.269232
ollama-llama3-70b_Uncle_Iran_male,ollama-llama3-70b,llama,70B,male,Iran,MENA,Uncle,200,1.5314368,0.02369602,-42.80099,-3.4087806,-16.219673,7.0595145,15.80279
ollama-mistral-nemo_Uncle_Iran_male,ollama-mistral-nemo,mistral,12B,male,Iran,MENA,Uncle,203,0.4939823,1.0646842,-8.928277,-22.44633,-1.1721817,-8.720972,31.63097
ollama-mistral-7b_Uncle_Iran_male,ollama-mistral-7b,mistral,7B,male,Iran,MENA,Uncle,191,3.1001031,0.5017946,-29.982344,24.74714,10.625487,23.83821,9.5278635
