model_key,country,axis,intercept_1,N,C,P,NC,NP,CP,NCP
anthropic-haiku45,Pakistan,trait,-0.2173143693386553,0.20117973905426254,0.20117973905426254,0.20117973905426256,-0.07347333311276487,-0.07347333311276485,0.47583281122128995,0.20117973905426254
anthropic-haiku45,Philippines,domain,0.10542299513325844,-0.3962106975846786,-0.3120926384293754,-0.7985701756932038,-0.09026683967914974,0.39621069758467864,0.3120926384293754,0.09026683967914971
anthropic-haiku45,Philippines,role,2.1893437536218263,-0.15128074526745028,-0.1539689432115156,-0.21175915876650014,0.26962482369854385,0.5450740748824511,-0.0641254429845412,0.17978132347156944
anthropic-haiku45,Philippines,trait,-0.5558206444764315,0.13732653608351372,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137
anthropic-haiku45,Poland,domain,0.16325093537677254,0.09526750650586208,0.17938556566116537,-0.3699205786728895,-0.03243889943563556,-0.5817450437696905,0.307091971602663,-0.45403863782819276
anthropic-haiku45,Poland,role,2.2572786726957252,0.08257973774933147,0.12266540026812622,-0.007009519781097984,-0.07401358925580726,0.013970526323891286,0.05405618884268615,-0.1982356182363596
anthropic-haiku45,Poland,trait,-0.5558206444764316,-0.13732653608351364,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,-0.1373265360835137
anthropic-haiku45,Russia,domain,-0.3546409054221691,-0.06385320297074883,-0.06385320297074885,-0.33850627513777626,0.33850627513777626,0.06385320297074885,0.06385320297074885,-0.33850627513777626
anthropic-haiku45,Russia,role,2.033677546107206,0.03961992779970386,0.1286161905109025,-0.02525787107156724,0.14946159274566534,0.46472235045966054,-0.2093095385766653,-0.23015494081142807
anthropic-haiku45,Russia,trait,-0.21731436933865533,0.20117973905426256,-0.47583281122128995,-0.07347333311276488,-0.20117973905426256,0.20117973905426254,0.07347333311276487,-0.20117973905426256
anthropic-haiku45,Saudi Arabia,domain,0.12119190579912094,-0.2650329420250114,0.1373265360835137,-0.5396860141920388,-0.1373265360835137,-0.009620130142016,0.1373265360835137,-0.13732653608351372
anthropic-haiku45,Saudi Arabia,role,2.2568888368826734,0.1565379668157052,-0.009004101259736719,-0.5145439865997594,-0.1816286443568288,0.023524310768728907,0.05493438554683111,-0.08196067555918846
anthropic-haiku45,Saudi Arabia,trait,-0.5558206444764316,0.1373265360835137,-0.1373265360835137,-0.1373265360835137,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,0.1373265360835137
anthropic-haiku45,South Africa,domain,-0.28116757230940415,0.4119796082505412,-0.13732653608351372,-0.41197960825054114,-0.1373265360835137,-0.41197960825054114,0.13732653608351375,0.13732653608351375
anthropic-haiku45,South Africa,role,2.233434449143927,0.03821117365073323,-0.05372002138059628,-0.1223292328060363,0.05239023101119622,0.19520944499577292,-0.2978949862980251,-0.03039803777470701
anthropic-haiku45,South Africa,trait,-0.4184941083929179,-2.7755575615628914e-17,-0.2746530721670274,-1.3877787807814457e-17,2.7755575615628914e-17,0.2746530721670274,1.3877787807814457e-17,-0.2746530721670274
anthropic-haiku45,South Korea,domain,0.34654306897595094,-0.4903841052018414,-0.5532127122720679,-0.6373307714273712,0.003906567938013014,0.08802462709331625,0.1508532341635428,0.3984529101705121
anthropic-haiku45,South Korea,role,2.168498879362169,0.029218182395229664,0.22980480052646413,-0.3217359955577935,0.2799724743920019,0.2131319569017961,0.012545338770561743,0.06271301263609952
