model_key,country,narrator_role,recipient_gender_condition,axis,n_unique_words,n_matched_tokens,H_raw,effective_vocab_size,H_normalized,simpson_concentration,gini_simpson_diversity,lexicon_coverage
anthropic-haiku45,Argentina,Father,male,direct_marker,4.0,11.0,1.1209503926735833,3.0677684028710237,0.8085947862963575,0.38842975206611563,0.6115702479338844,0.11428571428571428
anthropic-haiku45,Argentina,Father,male,role,15.0,16.0,2.685945324669788,14.672064691274741,0.9918373461380351,0.0703125,0.9296875,0.024429967426710098
anthropic-haiku45,Argentina,Father,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Argentina,Grandfather,female,direct_marker,3.0,5.0,0.9502705392332347,2.586409289858933,0.8649735207179272,0.44000000000000006,0.5599999999999999,0.08571428571428572
anthropic-haiku45,Argentina,Grandfather,female,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Argentina,Grandfather,female,role,10.0,14.0,2.2055983590263932,9.07568045880467,0.9578791966200297,0.12244897959183673,0.8775510204081632,0.016286644951140065
anthropic-haiku45,Argentina,Grandfather,male,direct_marker,3.0,9.0,0.8486855577264172,2.336573541485641,0.7725068857142601,0.5061728395061729,0.49382716049382713,0.08571428571428572
anthropic-haiku45,Argentina,Grandfather,male,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Argentina,Grandfather,male,role,17.0,21.0,2.780466368938682,16.12654011193563,0.9813826321169241,0.06575963718820861,0.9342403628117913,0.02768729641693811
anthropic-haiku45,Argentina,Grandmother,female,direct_marker,3.0,9.0,0.9649629230074277,2.6246903390462624,0.8783471047618534,0.4074074074074074,0.5925925925925926,0.08571428571428572
anthropic-haiku45,Argentina,Grandmother,female,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Argentina,Grandmother,female,role,15.0,19.0,2.579624673608574,13.192185854839229,0.952576385976388,0.09141274238227146,0.9085872576177285,0.024429967426710098
anthropic-haiku45,Argentina,Grandmother,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Argentina,Grandmother,male,direct_marker,2.0,19.0,0.6917614988524178,1.997230555812158,0.9980008838722995,0.5013850415512464,0.4986149584487536,0.05714285714285714
anthropic-haiku45,Argentina,Grandmother,male,role,11.0,12.0,2.3693821196946763,10.690784617684074,0.9881090915741206,0.09722222222222224,0.9027777777777778,0.017915309446254073
anthropic-haiku45,Argentina,Grandmother,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Argentina,Mother,female,direct_marker,3.0,12.0,0.9184277849930976,2.505348345611202,0.8359889967247164,0.4305555555555556,0.5694444444444444,0.08571428571428572
