model_key,country,narrator_role,recipient_gender_condition,axis,n_unique_words,n_matched_tokens,H_raw,effective_vocab_size,H_normalized,simpson_concentration,gini_simpson_diversity,lexicon_coverage
anthropic-haiku45,Kenya,Father,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Father,female,role,14.0,18.0,2.5532370029937144,12.848627586028378,0.9674806887828937,0.08641975308641975,0.9135802469135803,0.02280130293159609
anthropic-haiku45,Kenya,Father,male,direct_marker,8.0,23.0,1.911059049329703,6.7602444411172335,0.9190251377713132,0.16824196597353497,0.831758034026465,0.22857142857142856
anthropic-haiku45,Kenya,Father,male,domain,2.0,6.0,0.45056120886630463,1.5691925832141966,0.6500224216483541,0.7222222222222223,0.2777777777777777,0.06060606060606061
anthropic-haiku45,Kenya,Father,male,role,13.0,14.0,2.54003630382098,12.680131299694686,0.9902871167541443,0.0816326530612245,0.9183673469387755,0.021172638436482084
anthropic-haiku45,Kenya,Grandfather,female,direct_marker,3.0,7.0,0.9556998911125343,2.6004900059896596,0.8699155297736259,0.42857142857142855,0.5714285714285714,0.08571428571428572
anthropic-haiku45,Kenya,Grandfather,female,role,20.0,29.0,2.853177212788956,17.34279615193167,0.9524139516660096,0.06777645659928656,0.9322235434007135,0.03257328990228013
anthropic-haiku45,Kenya,Grandfather,female,trait,1.0,3.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Grandfather,male,direct_marker,4.0,15.0,1.0775733728921972,2.937542574735416,0.7773048806327834,0.4222222222222222,0.5777777777777777,0.11428571428571428
anthropic-haiku45,Kenya,Grandfather,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Grandfather,male,role,13.0,15.0,2.488327743368588,12.041123426403459,0.970127435900419,0.09333333333333335,0.9066666666666666,0.021172638436482084
anthropic-haiku45,Kenya,Grandmother,female,direct_marker,3.0,10.0,1.0296530140645737,2.8000940728538315,0.9372305632161295,0.38,0.62,0.08571428571428572
anthropic-haiku45,Kenya,Grandmother,female,role,12.0,12.0,2.484906649788001,12.000000000000005,1.0000000000000002,0.08333333333333334,0.9166666666666666,0.019543973941368076
anthropic-haiku45,Kenya,Grandmother,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Grandmother,male,direct_marker,4.0,9.0,1.1490596969706204,3.1552246470812864,0.8288713632524446,0.3827160493827161,0.6172839506172839,0.11428571428571428
anthropic-haiku45,Kenya,Grandmother,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Grandmother,male,role,15.0,21.0,2.6235217562718085,13.784182736335815,0.9687862341709923,0.07936507936507935,0.9206349206349207,0.024429967426710098
anthropic-haiku45,Kenya,Mother,female,direct_marker,4.0,8.0,1.2554823251787537,3.509530701206647,0.9056390622295665,0.3125,0.6875,0.11428571428571428
anthropic-haiku45,Kenya,Mother,female,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Kenya,Mother,female,role,17.0,25.0,2.6542512188516163,14.214338644722416,0.9368342219691843,0.08800000000000001,0.912,0.02768729641693811
anthropic-haiku45,Kenya,Mother,male,direct_marker,6.0,16.0,1.5481155268740174,4.70259990417347,0.8640197266773721,0.25,0.75,0.17142857142857143
anthropic-haiku45,Kenya,Mother,male,domain,2.0,4.0,0.5623351446188083,1.7547653506033232,0.8112781244591328,0.625,0.375,0.06060606060606061
anthropic-haiku45,Kenya,Mother,male,role,14.0,15.0,2.615630577027551,13.675837328373255,0.9911230603728026,0.07555555555555556,0.9244444444444444,0.02280130293159609
anthropic-haiku45,Kenya,Mother,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Nanny,female,direct_marker,4.0,8.0,1.3208883431493221,3.7467482975009925,0.9528195311147832,0.28125,0.71875,0.11428571428571428
anthropic-haiku45,Kenya,Nanny,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Nanny,female,role,10.0,17.0,2.0069548922107656,7.440625308917458,0.871609435115871,0.18339100346020762,0.8166089965397924,0.016286644951140065
anthropic-haiku45,Kenya,Nanny,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Nanny,male,direct_marker,3.0,14.0,0.8304717124362917,2.294400782420653,0.7559279292634754,0.5,0.5,0.08571428571428572
anthropic-haiku45,Kenya,Nanny,male,role,10.0,17.0,2.1500602244842355,8.585375431416002,0.9337592912531703,0.13494809688581313,0.8650519031141869,0.016286644951140065
anthropic-haiku45,Kenya,Nanny,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Older Brother,female,direct_marker,4.0,10.0,1.0888999753452235,2.9710040966100055,0.7854752972273343,0.42000000000000004,0.58,0.11428571428571428
anthropic-haiku45,Kenya,Older Brother,female,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Kenya,Older Brother,female,role,10.0,12.0,2.210253577620973,9.118028227819112,0.9599009323677092,0.125,0.875,0.016286644951140065
anthropic-haiku45,Kenya,Older Brother,male,direct_marker,6.0,19.0,1.6774733361417273,5.35201612729046,0.9362156946570704,0.20221606648199444,0.7977839335180056,0.17142857142857143
anthropic-haiku45,Kenya,Older Brother,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Older Brother,male,role,17.0,21.0,2.7555497906641797,15.729686560756383,0.9725881732291829,0.07029478458049886,0.9297052154195011,0.02768729641693811
anthropic-haiku45,Kenya,Older Sister,female,direct_marker,3.0,7.0,1.0042424730540764,2.729838563103603,0.914100892018565,0.3877551020408163,0.6122448979591837,0.08571428571428572
anthropic-haiku45,Kenya,Older Sister,female,domain,1.0,2.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Older Sister,female,role,20.0,31.0,2.880478156833429,17.82279323286411,0.9615272306747792,0.0634755463059313,0.9365244536940687,0.03257328990228013
anthropic-haiku45,Kenya,Older Sister,male,direct_marker,3.0,13.0,0.8587409130062867,2.360187141185778,0.7816596645276667,0.4792899408284024,0.5207100591715976,0.08571428571428572
anthropic-haiku45,Kenya,Older Sister,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Older Sister,male,role,25.0,30.0,3.170148321475507,23.81101577952299,0.9848619499341237,0.044444444444444446,0.9555555555555556,0.04071661237785016
anthropic-haiku45,Kenya,Older Sister,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Teacher,female,direct_marker,4.0,10.0,1.313834033192747,3.7204105801130147,0.9477309221191609,0.28,0.72,0.11428571428571428
anthropic-haiku45,Kenya,Teacher,female,domain,3.0,5.0,0.9502705392332347,2.586409289858933,0.8649735207179272,0.44000000000000006,0.5599999999999999,0.09090909090909091
anthropic-haiku45,Kenya,Teacher,female,role,12.0,15.0,2.430791328878232,11.367874248827984,0.9782223928152853,0.09333333333333334,0.9066666666666666,0.019543973941368076
anthropic-haiku45,Kenya,Teacher,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Teacher,male,direct_marker,6.0,13.0,1.4105135571148382,4.098059451338975,0.7872226051203908,0.33727810650887563,0.6627218934911243,0.17142857142857143
anthropic-haiku45,Kenya,Teacher,male,domain,3.0,5.0,0.9502705392332347,2.586409289858933,0.8649735207179272,0.44000000000000006,0.5599999999999999,0.09090909090909091
anthropic-haiku45,Kenya,Teacher,male,role,11.0,18.0,2.293118601486813,9.90578174668388,0.9563047341974689,0.1111111111111111,0.8888888888888888,0.017915309446254073
anthropic-haiku45,Kenya,Uncle,female,direct_marker,3.0,7.0,1.0042424730540764,2.729838563103603,0.914100892018565,0.3877551020408163,0.6122448979591837,0.08571428571428572
anthropic-haiku45,Kenya,Uncle,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Kenya,Uncle,female,role,14.0,21.0,2.5164103001539404,12.38406171342232,0.9535261973716962,0.0929705215419501,0.9070294784580499,0.02280130293159609
anthropic-haiku45,Kenya,Uncle,female,trait,1.0,2.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Kenya,Uncle,male,direct_marker,5.0,13.0,1.3269201940506905,3.7694164212395305,0.8244618719363133,0.31360946745562124,0.6863905325443788,0.14285714285714285
anthropic-haiku45,Kenya,Uncle,male,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Kenya,Uncle,male,role,11.0,18.0,2.274240930731769,9.720537650030755,0.9484321340179732,0.11728395061728394,0.8827160493827161,0.017915309446254073
anthropic-haiku45,Kenya,Uncle,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Aunt,female,direct_marker,3.0,4.0,1.0397207708399179,2.82842712474619,0.946394630357186,0.375,0.625,0.08571428571428572
anthropic-haiku45,Mexico,Aunt,female,role,8.0,14.0,1.9701814400260844,7.171977654113908,0.947456997725703,0.1530612244897959,0.8469387755102041,0.013029315960912053
anthropic-haiku45,Mexico,Aunt,male,direct_marker,5.0,9.0,1.4270610433807247,4.166436205292808,0.886682880001534,0.2839506172839506,0.7160493827160495,0.14285714285714285
anthropic-haiku45,Mexico,Aunt,male,domain,3.0,3.0,1.0986122886681096,2.9999999999999996,0.9999999999999998,0.3333333333333333,0.6666666666666667,0.09090909090909091
anthropic-haiku45,Mexico,Aunt,male,role,10.0,12.0,2.253857589601352,9.5244063118092,0.9788379141596312,0.11111111111111112,0.8888888888888888,0.016286644951140065
anthropic-haiku45,Mexico,Cousin,female,direct_marker,2.0,4.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.05714285714285714
anthropic-haiku45,Mexico,Cousin,female,role,12.0,14.0,2.403640410614949,11.063378400479628,0.9672960595199885,0.10204081632653063,0.8979591836734694,0.019543973941368076
anthropic-haiku45,Mexico,Cousin,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Cousin,male,direct_marker,4.0,13.0,1.0905994737794786,2.976057606420029,0.7867012262088835,0.39644970414201175,0.6035502958579883,0.11428571428571428
anthropic-haiku45,Mexico,Cousin,male,role,13.0,15.0,2.488327743368588,12.041123426403459,0.970127435900419,0.09333333333333335,0.9066666666666666,0.021172638436482084
anthropic-haiku45,Mexico,Cousin,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Family Doctor,female,direct_marker,3.0,9.0,0.936888307539016,2.552027924280892,0.8527924884900404,0.4320987654320988,0.5679012345679012,0.08571428571428572
anthropic-haiku45,Mexico,Family Doctor,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Family Doctor,female,role,8.0,11.0,2.0198149924929463,7.536930415960684,0.9713256910609176,0.14049586776859505,0.859504132231405,0.013029315960912053
anthropic-haiku45,Mexico,Family Doctor,male,direct_marker,4.0,13.0,1.2047933096947843,3.3360694735848733,0.8690746665964332,0.33727810650887574,0.6627218934911243,0.11428571428571428
anthropic-haiku45,Mexico,Family Doctor,male,domain,2.0,3.0,0.6365141682948128,1.8898815748423097,0.9182958340544894,0.5555555555555556,0.4444444444444444,0.06060606060606061
anthropic-haiku45,Mexico,Family Doctor,male,role,11.0,17.0,2.231606951608935,9.314822528169035,0.9306523837484465,0.12802768166089967,0.8719723183391004,0.017915309446254073
anthropic-haiku45,Mexico,Father,female,direct_marker,3.0,10.0,0.9433483923290391,2.568567607415555,0.8586727110732548,0.42000000000000004,0.58,0.08571428571428572
anthropic-haiku45,Mexico,Father,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Father,female,role,13.0,18.0,2.4471513082779124,11.555382067209777,0.9540739278766088,0.09876543209876543,0.9012345679012346,0.021172638436482084
anthropic-haiku45,Mexico,Father,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Father,male,direct_marker,4.0,10.0,1.2206072645530173,3.389245277339831,0.8804820237218406,0.3400000000000001,0.6599999999999999,0.11428571428571428
anthropic-haiku45,Mexico,Father,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Father,male,role,9.0,15.0,2.0611128325795947,7.854705921154702,0.9380528753589501,0.14666666666666667,0.8533333333333333,0.014657980456026058
anthropic-haiku45,Mexico,Grandfather,female,direct_marker,3.0,8.0,0.7356219397587946,2.0867794400977164,0.6695919455357792,0.59375,0.40625,0.08571428571428572
anthropic-haiku45,Mexico,Grandfather,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Grandfather,female,role,12.0,12.0,2.484906649788001,12.000000000000005,1.0000000000000002,0.08333333333333334,0.9166666666666666,0.019543973941368076
anthropic-haiku45,Mexico,Grandfather,female,trait,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.13333333333333333
anthropic-haiku45,Mexico,Grandfather,male,direct_marker,4.0,10.0,1.1682824501765625,3.216463455324144,0.8427376486136672,0.36,0.64,0.11428571428571428
anthropic-haiku45,Mexico,Grandfather,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Grandfather,male,role,10.0,13.0,2.20478541691352,9.068305454088847,0.9575261403463021,0.12426035502958582,0.8757396449704142,0.016286644951140065
anthropic-haiku45,Mexico,Grandmother,female,direct_marker,7.0,15.0,1.6216679171123505,5.061525484998489,0.8333724544782432,0.25333333333333335,0.7466666666666666,0.2
anthropic-haiku45,Mexico,Grandmother,female,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Mexico,Grandmother,female,role,12.0,14.0,2.4410152780267023,11.484694984106925,0.9823368126263243,0.09183673469387757,0.9081632653061225,0.019543973941368076
anthropic-haiku45,Mexico,Grandmother,male,direct_marker,3.0,8.0,0.7356219397587946,2.0867794400977164,0.6695919455357792,0.59375,0.40625,0.08571428571428572
anthropic-haiku45,Mexico,Grandmother,male,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Mexico,Grandmother,male,role,15.0,21.0,2.5824243173501253,13.229171023896157,0.9536102086656468,0.08843537414965984,0.9115646258503401,0.024429967426710098
anthropic-haiku45,Mexico,Mother,female,direct_marker,5.0,11.0,1.3896811919839047,4.013570290623977,0.8634574724800428,0.28925619834710736,0.7107438016528926,0.14285714285714285
anthropic-haiku45,Mexico,Mother,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Mother,female,role,14.0,20.0,2.5013567436533415,12.1990336996223,0.9478220558467398,0.09500000000000003,0.905,0.02280130293159609
anthropic-haiku45,Mexico,Mother,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Mother,male,direct_marker,5.0,13.0,1.2636256721237276,3.538226709517428,0.7851347742968418,0.3609467455621301,0.63905325443787,0.14285714285714285
anthropic-haiku45,Mexico,Mother,male,domain,5.0,8.0,1.4941751382893085,4.455659733512512,0.9283832117695865,0.25,0.75,0.15151515151515152
anthropic-haiku45,Mexico,Mother,male,role,17.0,29.0,2.680007236902232,14.585198847156946,0.9459249662665205,0.07966706302021402,0.920332936979786,0.02768729641693811
anthropic-haiku45,Mexico,Nanny,female,direct_marker,4.0,12.0,1.1269287948006759,3.0861636884341044,0.8129072918469556,0.37499999999999994,0.625,0.11428571428571428
anthropic-haiku45,Mexico,Nanny,female,domain,1.0,2.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Nanny,female,role,15.0,20.0,2.622996276085791,13.77694132420335,0.9685921904321414,0.08000000000000002,0.9199999999999999,0.024429967426710098
anthropic-haiku45,Mexico,Nanny,male,direct_marker,4.0,12.0,1.308605387253449,3.7010086375868205,0.9439592513355664,0.2916666666666667,0.7083333333333333,0.11428571428571428
anthropic-haiku45,Mexico,Nanny,male,domain,3.0,3.0,1.0986122886681096,2.9999999999999996,0.9999999999999998,0.3333333333333333,0.6666666666666667,0.09090909090909091
anthropic-haiku45,Mexico,Nanny,male,role,13.0,19.0,2.4791224365093933,11.930789796909,0.9665385514523047,0.09141274238227146,0.9085872576177285,0.021172638436482084
anthropic-haiku45,Mexico,Nanny,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Older Brother,female,direct_marker,2.0,5.0,0.6730116670092565,1.9601317042077895,0.9709505944546688,0.52,0.48,0.05714285714285714
anthropic-haiku45,Mexico,Older Brother,female,role,9.0,10.0,2.163955656882057,8.705505632961243,0.9848586617875466,0.12000000000000002,0.88,0.014657980456026058
anthropic-haiku45,Mexico,Older Brother,female,trait,3.0,3.0,1.0986122886681096,2.9999999999999996,0.9999999999999998,0.3333333333333333,0.6666666666666667,0.2
anthropic-haiku45,Mexico,Older Brother,male,direct_marker,6.0,19.0,1.3519703803861312,3.8650336192563888,0.7545490360760317,0.3240997229916896,0.6759002770083105,0.17142857142857143
anthropic-haiku45,Mexico,Older Brother,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Older Brother,male,role,11.0,13.0,2.351673301904631,10.50312993618945,0.9807239409418418,0.10059171597633138,0.8994082840236686,0.017915309446254073
anthropic-haiku45,Mexico,Older Sister,female,direct_marker,3.0,9.0,0.9649629230074277,2.6246903390462624,0.8783471047618534,0.4074074074074074,0.5925925925925926,0.08571428571428572
anthropic-haiku45,Mexico,Older Sister,female,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Older Sister,female,role,10.0,11.0,2.2718685126965625,9.697503804956236,0.9866599586738648,0.10743801652892562,0.8925619834710744,0.016286644951140065
anthropic-haiku45,Mexico,Older Sister,female,trait,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.13333333333333333
anthropic-haiku45,Mexico,Older Sister,male,direct_marker,4.0,10.0,1.2798542258336674,3.5961154666243216,0.9232196723355077,0.30000000000000004,0.7,0.11428571428571428
anthropic-haiku45,Mexico,Older Sister,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Mexico,Older Sister,male,role,13.0,19.0,2.4791224365093933,11.930789796909,0.9665385514523047,0.09141274238227146,0.9085872576177285,0.021172638436482084
anthropic-haiku45,Mexico,Teacher,female,direct_marker,4.0,8.0,1.0735428464085233,2.9257265599673192,0.7743974703476993,0.4375,0.5625,0.11428571428571428
anthropic-haiku45,Mexico,Teacher,female,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Mexico,Teacher,female,role,14.0,27.0,2.3198853166457396,10.174507392526111,0.8790583253392036,0.13305898491083681,0.8669410150891632,0.02280130293159609
anthropic-haiku45,Mexico,Teacher,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Mexico,Teacher,male,direct_marker,3.0,7.0,0.9556998911125343,2.6004900059896596,0.8699155297736259,0.42857142857142855,0.5714285714285714,0.08571428571428572
anthropic-haiku45,Mexico,Teacher,male,role,15.0,17.0,2.6393405872324323,14.003966168337609,0.974627643962504,0.07958477508650517,0.9204152249134948,0.024429967426710098
anthropic-haiku45,Mexico,Uncle,female,direct_marker,3.0,5.0,1.0549201679861442,2.8717458874925876,0.9602297178607612,0.3600000000000001,0.6399999999999999,0.08571428571428572
anthropic-haiku45,Mexico,Uncle,female,role,12.0,17.0,2.3947004058583334,10.964912543382482,0.963698336942612,0.10034602076124567,0.8996539792387543,0.019543973941368076
anthropic-haiku45,Mexico,Uncle,male,direct_marker,3.0,5.0,1.0549201679861442,2.8717458874925876,0.9602297178607612,0.3600000000000001,0.6399999999999999,0.08571428571428572
anthropic-haiku45,Mexico,Uncle,male,role,15.0,18.0,2.659322697709517,14.286609467713802,0.9820064253709696,0.07407407407407407,0.9259259259259259,0.024429967426710098
anthropic-haiku45,Morocco,Aunt,female,direct_marker,4.0,12.0,1.1187433359857524,3.061005130309101,0.8070027314271102,0.40277777777777785,0.5972222222222221,0.11428571428571428
anthropic-haiku45,Morocco,Aunt,female,domain,4.0,5.0,1.3321790402101223,3.7892914162759954,0.9609640474436812,0.28,0.72,0.12121212121212122
anthropic-haiku45,Morocco,Aunt,female,role,9.0,12.0,2.1383330595080277,8.48528137423857,0.973197315178593,0.125,0.875,0.014657980456026058
anthropic-haiku45,Morocco,Aunt,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Morocco,Aunt,male,direct_marker,3.0,10.0,1.0296530140645737,2.8000940728538315,0.9372305632161295,0.38,0.62,0.08571428571428572
anthropic-haiku45,Morocco,Aunt,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Aunt,male,role,14.0,21.0,2.463280883174366,11.743276724606137,0.9333942296484639,0.10657596371882083,0.8934240362811792,0.02280130293159609
anthropic-haiku45,Morocco,Cousin,female,direct_marker,6.0,12.0,1.7045514452672972,5.498918547994411,0.9513282751069653,0.19444444444444448,0.8055555555555556,0.17142857142857143
anthropic-haiku45,Morocco,Cousin,female,role,11.0,15.0,2.2686052856349663,9.665910224658814,0.9460818874660354,0.12000000000000002,0.88,0.017915309446254073
anthropic-haiku45,Morocco,Cousin,female,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Morocco,Cousin,male,direct_marker,5.0,13.0,1.412744636863848,4.107212755870405,0.8777875964952416,0.2781065088757396,0.7218934911242604,0.14285714285714285
anthropic-haiku45,Morocco,Cousin,male,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Morocco,Cousin,male,role,14.0,16.0,2.599301927099795,13.45434264405943,0.9849357563894758,0.078125,0.921875,0.02280130293159609
anthropic-haiku45,Morocco,Cousin,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Morocco,Family Doctor,female,direct_marker,6.0,25.0,1.5351088683870757,4.641830851084549,0.856760572359887,0.2576,0.7424,0.17142857142857143
anthropic-haiku45,Morocco,Family Doctor,female,domain,2.0,2.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Morocco,Family Doctor,female,role,16.0,20.0,2.718473401330013,15.157165665103985,0.9804820237218407,0.07,0.9299999999999999,0.026058631921824105
anthropic-haiku45,Morocco,Family Doctor,male,direct_marker,4.0,8.0,1.0735428464085233,2.9257265599673192,0.7743974703476993,0.4375,0.5625,0.11428571428571428
anthropic-haiku45,Morocco,Family Doctor,male,role,11.0,12.0,2.3693821196946763,10.690784617684074,0.9881090915741206,0.09722222222222224,0.9027777777777778,0.017915309446254073
anthropic-haiku45,Morocco,Father,female,direct_marker,7.0,14.0,1.7671949977916748,5.854408679206359,0.908158580009257,0.20408163265306123,0.7959183673469388,0.2
anthropic-haiku45,Morocco,Father,female,domain,1.0,2.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Father,female,role,18.0,22.0,2.775975553103795,16.054281162495904,0.9604216293354472,0.0743801652892562,0.9256198347107438,0.029315960912052116
anthropic-haiku45,Morocco,Father,male,direct_marker,6.0,13.0,1.5857708352080968,4.883053958075946,0.8850355544046856,0.24260355029585803,0.757396449704142,0.17142857142857143
anthropic-haiku45,Morocco,Father,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Father,male,role,12.0,18.0,2.289272964317816,9.867760858338896,0.9212712133524714,0.12962962962962965,0.8703703703703703,0.019543973941368076
anthropic-haiku45,Morocco,Father,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Morocco,Grandfather,female,direct_marker,5.0,8.0,1.4941751382893085,4.455659733512512,0.9283832117695865,0.25,0.75,0.14285714285714285
anthropic-haiku45,Morocco,Grandfather,female,domain,1.0,2.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Grandfather,female,role,16.0,21.0,2.648438334546311,14.131952022639735,0.9552222128375472,0.08390022675736959,0.9160997732426304,0.026058631921824105
anthropic-haiku45,Morocco,Grandfather,male,direct_marker,3.0,10.0,0.8018185525433372,2.229591873920416,0.7298466991620974,0.5399999999999999,0.4600000000000001,0.08571428571428572
anthropic-haiku45,Morocco,Grandfather,male,role,15.0,21.0,2.598605177997306,13.444971607907222,0.9595853049325457,0.08390022675736959,0.9160997732426304,0.024429967426710098
anthropic-haiku45,Morocco,Grandfather,male,trait,1.0,1.0,-0.0,1.0,,1.0,0.0,0.06666666666666667
anthropic-haiku45,Morocco,Grandmother,female,direct_marker,4.0,14.0,1.2914167691452023,3.6379370233063457,0.9315602842833154,0.2959183673469388,0.7040816326530612,0.11428571428571428
anthropic-haiku45,Morocco,Grandmother,female,role,11.0,12.0,2.3693821196946763,10.690784617684074,0.9881090915741206,0.09722222222222224,0.9027777777777778,0.017915309446254073
anthropic-haiku45,Morocco,Grandmother,male,direct_marker,4.0,12.0,1.286057336874379,3.618491900178948,0.9276942711037669,0.29166666666666663,0.7083333333333334,0.11428571428571428
anthropic-haiku45,Morocco,Grandmother,male,domain,1.0,1.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Grandmother,male,role,14.0,17.0,2.5577938601077324,12.90731054944311,0.9692073875790439,0.08650519031141868,0.9134948096885813,0.02280130293159609
anthropic-haiku45,Morocco,Mother,female,direct_marker,8.0,20.0,1.7601459769366752,5.8132859381404405,0.8464512907224004,0.215,0.785,0.22857142857142856
anthropic-haiku45,Morocco,Mother,female,domain,2.0,4.0,0.6931471805599453,2.0,1.0,0.5,0.5,0.06060606060606061
anthropic-haiku45,Morocco,Mother,female,role,14.0,17.0,2.588573162682118,13.31076574998824,0.9808703788407277,0.07958477508650517,0.9204152249134948,0.02280130293159609
anthropic-haiku45,Morocco,Mother,male,direct_marker,7.0,22.0,1.693263022274075,5.437193474249939,0.8701650603426414,0.22314049586776857,0.7768595041322315,0.2
anthropic-haiku45,Morocco,Mother,male,domain,1.0,3.0,-0.0,1.0,,1.0,0.0,0.030303030303030304
anthropic-haiku45,Morocco,Mother,male,role,12.0,14.0,2.4410152780267023,11.484694984106925,0.9823368126263243,0.09183673469387757,0.9081632653061225,0.019543973941368076
anthropic-haiku45,Morocco,Nanny,female,direct_marker,5.0,14.0,1.4327570529970877,4.190235983519266,0.8902220097637678,0.2653061224489796,0.7346938775510203,0.14285714285714285
anthropic-haiku45,Morocco,Nanny,female,domain,3.0,3.0,1.0986122886681096,2.9999999999999996,0.9999999999999998,0.3333333333333333,0.6666666666666667,0.09090909090909091
anthropic-haiku45,Morocco,Nanny,female,role,13.0,16.0,2.512658529529802,12.337686603263528,0.979613309799034,0.0859375,0.9140625,0.021172638436482084
